
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-2-1,31,18,4,22,12,-1,81,70,59,30.39,30.19,30.05,10,10,10,18,6,24,0.00,2,,205<br />
2013-2-2,51,40,28,36,30,23,88,69,49,30.22,30.14,30.08,10,10,10,13,6,,0.00,1,,282<br />
2013-2-3,45,35,25,32,28,22,88,70,52,30.25,30.07,29.81,10,10,10,15,6,23,0.00,0,,230<br />
2013-2-4,36,32,27,29,26,24,90,82,72,30.02,29.92,29.79,10,10,10,16,5,22,0.00,4,,359<br />
2013-2-5,54,40,27,33,28,24,90,69,38,30.05,29.97,29.87,10,10,7,16,4,21,0.00,0,,307<br />
2013-2-6,55,44,33,45,35,27,91,73,57,30.03,29.91,29.80,10,8,3,20,9,28,0.00,3,,174<br />
2013-2-7,49,38,28,40,31,25,92,72,49,30.25,30.07,29.89,10,9,2,22,8,28,0.03,2,,9<br />
2013-2-8,42,34,27,31,28,26,95,86,61,30.30,30.21,30.08,10,4,0,15,6,17,0.00,5,Fog,137<br />
2013-2-9,55,44,32,40,34,30,92,77,50,30.08,29.85,29.59,10,8,2,25,15,32,0.00,3,Rain,161<br />
2013-2-10,45,40,33,43,31,23,93,75,59,29.93,29.52,29.29,10,9,2,31,19,39,0.01,7,Rain-Snow,257<br />
2013-2-11,41,33,25,24,20,17,82,61,38,30.17,30.11,29.94,10,10,10,16,10,22,0.00,0,,304<br />
2013-2-12,50,36,21,23,18,12,89,58,22,30.15,30.03,29.93,10,10,7,16,4,21,0.00,0,,266<br />
2013-2-13,56,40,25,27,23,19,82,57,25,29.95,29.86,29.78,10,10,10,16,7,23,0.00,0,,270<br />
2013-2-14,46,36,24,31,25,17,85,62,32,30.32,30.07,29.86,10,10,10,26,10,34,0.00,3,,315<br />
2013-2-15,39,28,17,23,17,12,86,67,33,30.39,30.34,30.27,10,10,10,21,8,28,0.00,2,,307<br />
2013-2-16,49,32,14,23,17,11,86,64,32,30.36,30.12,29.96,10,10,10,18,4,25,0.00,3,,221<br />
2013-2-17,65,43,21,30,24,18,89,53,19,29.97,29.76,29.50,10,10,10,17,4,23,0.00,0,,175<br />
2013-2-18,47,34,22,32,23,16,84,61,39,30.11,29.82,29.49,10,10,7,30,12,37,0.00,2,Rain,345<br />
2013-2-19,33,26,18,18,7,-6,77,51,19,30.34,30.26,30.12,10,10,10,18,10,25,0.00,0,,354<br />
2013-2-20,27,20,14,16,7,3,76,57,38,30.32,30.21,30.10,10,9,2,17,10,23,0.00,6,Snow,93<br />
2013-2-21,24,22,20,20,16,9,89,77,52,30.12,29.91,29.80,10,4,0,20,14,25,0.05,8,Snow,55<br />
2013-2-22,23,13,3,15,11,-1,87,77,65,30.05,29.99,29.85,10,10,5,16,9,20,0.01,1,Snow,305<br />
2013-2-23,33,18,2,24,15,-2,86,77,65,30.01,29.90,29.83,10,10,7,10,2,16,0.00,0,,201<br />
2013-2-24,40,32,25,30,26,22,87,74,54,30.04,29.93,29.87,10,8,5,14,4,,0.00,7,,63<br />
2013-2-25,36,32,29,29,27,24,88,80,64,30.05,29.97,29.86,10,6,2,17,11,24,0.00,6,Snow,17<br />
2013-2-26,32,30,27,28,26,24,91,85,76,29.94,29.85,29.81,7,4,1,17,11,23,0.00,7,Snow,357<br />
2013-2-27,39,33,27,28,25,22,86,74,57,30.14,30.04,29.92,10,9,5,20,13,30,0.00,3,,329<br />
2013-2-28,34,32,30,27,25,24,78,74,66,30.24,30.20,30.13,10,10,10,17,12,24,0.00,8,,345<br />
