
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-6-1,69,61,54,51,47,45,73,61,48,30.10,29.91,29.77,10,10,10,25,12,32,0.00,5,,313<br />
2013-6-2,72,59,47,47,42,32,87,56,23,30.17,30.09,30.00,10,10,10,14,7,21,0.00,0,,360<br />
2013-6-3,79,66,52,56,49,43,85,57,28,30.02,29.91,29.78,10,10,10,26,11,33,0.00,0,,150<br />
2013-6-4,79,70,62,63,60,56,87,70,51,29.99,29.89,29.79,10,10,10,17,7,26,0.05,5,Rain-Thunderstorm,55<br />
2013-6-5,74,66,58,63,51,45,89,61,36,30.07,30.03,29.98,10,9,4,17,9,25,0.02,5,Rain-Thunderstorm,6<br />
2013-6-6,76,64,52,53,47,42,85,58,31,30.06,30.02,29.98,10,10,10,14,6,20,0.00,2,,334<br />
2013-6-7,79,64,49,53,47,41,89,55,26,30.06,29.99,29.89,10,10,5,8,1,,0.00,1,,131<br />
2013-6-8,81,71,62,64,57,52,90,68,45,29.89,29.77,29.68,10,10,4,23,11,29,0.05,3,Rain-Thunderstorm,191<br />
2013-6-9,82,70,57,57,47,38,84,50,20,29.90,29.84,29.81,10,10,10,25,10,37,0.00,0,,298<br />
2013-6-10,89,70,52,67,56,48,89,60,29,29.91,29.85,29.76,10,10,7,20,5,26,0.00,0,,135<br />
2013-6-11,98,85,72,68,61,53,86,48,23,29.83,29.74,29.66,10,10,10,26,11,34,0.00,0,Rain-Thunderstorm,164<br />
2013-6-12,94,81,67,65,58,48,76,47,21,30.09,29.83,29.65,10,10,10,22,13,32,0.00,0,Thunderstorm,336<br />
2013-6-13,82,68,56,59,53,48,85,57,33,30.13,30.07,29.97,10,10,10,16,7,22,0.00,0,Rain-Thunderstorm,89<br />
2013-6-14,100,82,65,67,59,48,82,54,22,30.02,29.89,29.75,10,10,10,21,7,30,0.00,0,Thunderstorm,160<br />
2013-6-15,83,76,69,68,62,56,89,62,42,30.00,29.91,29.83,10,10,4,16,8,26,0.18,2,Rain,184<br />
2013-6-16,87,78,68,68,65,60,93,70,40,30.04,29.98,29.94,10,8,0,12,4,,0.00,4,Fog-Rain-Thunderstorm,68<br />
2013-6-17,97,82,67,66,58,42,87,55,18,30.05,30.00,29.93,10,10,10,12,5,,0.01,1,,41<br />
2013-6-18,85,74,62,62,59,57,87,64,41,30.06,30.03,29.97,10,10,10,17,3,22,0.00,1,Thunderstorm,107<br />
2013-6-19,90,76,63,63,60,50,90,60,26,30.01,29.96,29.89,10,10,10,20,7,29,0.00,1,,158<br />
2013-6-20,94,82,70,71,66,61,81,59,35,29.94,29.86,29.78,10,10,7,24,14,33,0.00,1,,167<br />
2013-6-21,98,87,76,70,64,57,72,50,25,29.86,29.82,29.78,10,10,7,28,16,36,0.00,0,,180<br />
2013-6-22,95,84,73,69,65,58,77,55,31,29.97,29.84,29.74,10,9,7,28,14,38,0.00,1,Rain-Thunderstorm,143<br />
2013-6-23,89,77,65,72,65,59,85,65,42,29.93,29.85,29.77,10,10,5,21,14,32,0.04,2,Rain-Thunderstorm,100<br />
2013-6-24,89,80,71,70,67,63,87,65,42,29.91,29.80,29.71,10,10,3,22,9,33,0.31,1,Rain-Thunderstorm,169<br />
2013-6-25,94,82,69,74,66,57,81,57,36,29.77,29.71,29.64,10,10,3,22,14,34,0.14,1,Rain-Thunderstorm,177<br />
2013-6-26,95,82,70,70,63,52,88,57,25,29.91,29.86,29.75,10,9,1,8,5,,0.00,0,,308<br />
2013-6-27,86,78,69,73,67,64,87,70,54,30.04,29.96,29.90,10,10,3,18,5,25,0.00,1,Rain-Thunderstorm,94<br />
2013-6-28,89,78,67,67,55,44,89,51,22,30.06,30.02,29.97,10,10,10,20,6,26,0.00,0,,337<br />
2013-6-29,85,74,63,57,52,43,77,49,22,30.02,29.99,29.94,10,10,10,23,9,32,0.00,1,,340<br />
2013-6-30,80,70,59,57,53,45,85,58,30,30.14,30.07,30.01,10,10,10,18,7,28,0.00,1,,7<br />
