
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2012-2-1,60,42,24,28,24,21,86,58,23,30.16,30.12,30.08,10,10,10,12,2,17,0.00,0,,239<br />
2012-2-2,57,40,24,30,25,21,86,65,31,30.21,30.16,30.10,10,10,10,9,1,,0.00,0,,125<br />
2012-2-3,42,40,37,39,37,30,100,92,61,30.13,30.09,30.04,10,5,2,25,12,32,0.78,8,Rain,73<br />
2012-2-4,32,32,32,32,31,30,100,97,93,30.40,30.24,30.10,10,3,0,17,13,23,0.05,8,Snow,6<br />
2012-2-5,,,,,,,,,,30.43,30.39,30.33,10,9,7,8,5,,0.00,0,,281<br />
2012-2-6,,,,,,,,,,30.31,30.23,30.15,10,9,7,5,1,,0.00,0,,247<br />
2012-2-7,32,31,30,30,29,28,93,89,87,30.46,30.35,30.22,10,7,2,18,8,24,0.00,8,Snow,5<br />
2012-2-8,,,,,,,,,,30.52,30.44,30.35,10,10,10,8,4,,0.00,8,,349<br />
2012-2-9,64,48,30,55,32,28,100,89,73,30.33,30.17,30.04,15,8,4,14,5,17,0.01,5,,219<br />
2012-2-10,32,21,10,27,11,1,80,67,53,30.54,30.30,30.09,10,10,10,25,13,31,0.00,1,,354<br />
2012-2-11,15,8,1,3,-1,-6,85,68,57,30.77,30.68,30.60,10,10,10,15,7,21,0.00,0,,342<br />
2012-2-12,30,15,0,12,5,-4,92,67,47,30.61,30.40,30.11,10,10,10,17,5,24,0.00,2,,184<br />
2012-2-13,32,28,24,32,29,23,100,95,86,29.98,29.78,29.69,10,5,2,13,8,18,0.00,8,Snow,188<br />
2012-2-14,46,30,14,37,29,14,100,84,71,29.83,29.80,29.77,10,9,7,9,3,,0.00,1,,214<br />
2012-2-15,41,34,26,36,32,27,100,94,76,30.09,29.90,29.81,10,5,0,17,3,24,0.00,6,Fog,344<br />
2012-2-16,46,34,23,30,27,21,93,76,50,30.29,30.23,30.17,10,10,10,9,5,,0.00,0,,271<br />
2012-2-17,49,40,30,31,28,27,93,74,43,30.20,30.11,30.05,10,10,10,16,7,20,0.00,0,,323<br />
2012-2-18,39,30,20,24,21,18,95,71,45,30.27,30.20,30.12,10,10,10,10,3,,0.00,0,,61<br />
2012-2-19,49,35,21,32,26,19,94,75,50,30.12,30.01,29.89,10,10,10,17,4,22,0.00,0,,158<br />
2012-2-20,51,44,38,44,38,30,89,81,67,29.85,29.67,29.52,10,9,4,25,16,33,0.07,7,Rain-Thunderstorm,165<br />
2012-2-21,54,42,31,32,28,24,87,64,33,29.90,29.83,29.72,10,10,10,16,9,24,0.00,0,,274<br />
2012-2-22,59,48,37,37,32,26,79,56,35,29.65,29.56,29.44,10,10,10,13,8,18,0.00,3,,275<br />
2012-2-23,53,44,35,44,34,24,89,70,56,29.82,29.48,29.21,10,10,10,31,13,45,0.00,4,,313<br />
2012-2-24,41,34,27,32,26,18,93,77,39,30.26,30.10,29.91,10,10,7,23,9,34,0.00,1,,303<br />
2012-2-25,50,34,18,27,23,16,96,68,38,30.30,30.11,29.73,10,10,10,25,7,38,0.00,0,,143<br />
2012-2-26,55,44,32,24,21,15,63,39,23,30.17,29.92,29.65,10,10,10,21,12,30,0.00,0,,272<br />
2012-2-27,45,32,19,23,16,13,78,55,30,30.49,30.40,30.29,10,10,10,13,7,18,0.00,1,,40<br />
2012-2-28,59,48,36,55,39,21,95,77,48,30.19,29.81,29.36,10,8,3,25,12,34,0.10,7,Rain-Thunderstorm,153<br />
2012-2-29,52,42,33,29,25,21,72,55,31,29.86,29.74,29.56,10,10,10,33,20,44,0.00,0,,292<br />
