
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-1-1,22,14,7,16,13,6,92,86,76,30.32,30.23,30.15,10,8,4,13,5,,0.00,2,,258<br />
2013-1-2,36,22,7,29,20,4,89,82,73,30.25,30.14,30.07,10,10,7,12,6,,0.00,4,Snow,277<br />
2013-1-3,31,20,9,26,20,7,96,85,75,30.41,30.35,30.26,10,10,4,10,5,16,0.00,4,,312<br />
2013-1-4,26,18,10,18,13,7,93,82,65,30.33,30.22,30.13,10,10,10,9,5,,0.00,0,,225<br />
2013-1-5,36,24,12,26,21,10,94,78,63,30.23,30.10,30.04,10,10,7,14,6,21,0.00,0,,259<br />
2013-1-6,34,24,13,25,19,11,89,76,66,30.34,30.25,30.11,10,10,10,13,7,17,0.00,0,,230<br />
2013-1-7,40,30,21,31,26,20,96,77,64,30.10,29.99,29.93,10,10,7,25,12,31,0.00,0,,206<br />
2013-1-8,39,28,18,32,26,17,96,84,70,30.17,29.95,29.86,10,10,7,14,4,20,0.00,0,,228<br />
2013-1-9,44,33,22,35,27,20,96,84,64,30.42,30.33,30.18,10,10,5,7,1,,0.00,0,,235<br />
2013-1-10,39,33,27,38,34,27,98,93,75,30.30,29.93,29.66,10,4,0,9,2,,0.18,6,Fog-Rain,131<br />
2013-1-11,51,39,27,42,38,17,95,84,54,29.82,29.52,29.37,10,7,0,25,11,37,0.01,4,Fog,195<br />
2013-1-12,26,20,13,16,10,5,73,63,52,30.16,30.06,29.83,10,10,10,17,11,33,0.00,1,Thunderstorm,326<br />
2013-1-13,23,16,10,9,5,3,81,67,47,30.34,30.23,30.14,10,10,10,13,8,18,0.00,0,,310<br />
2013-1-14,30,18,5,16,9,1,83,68,41,30.46,30.37,30.33,10,10,10,9,2,,0.00,1,,269<br />
2013-1-15,36,24,13,20,16,9,86,70,48,30.34,30.22,30.08,10,10,10,14,4,,0.00,1,,231<br />
2013-1-16,53,38,22,31,26,16,81,64,39,30.27,30.06,29.98,10,10,10,16,9,23,0.00,2,,290<br />
2013-1-17,51,38,24,31,27,21,89,71,43,30.46,30.37,30.27,10,10,10,12,5,,0.00,0,,281<br />
2013-1-18,55,42,29,30,28,25,85,63,33,30.27,30.07,29.94,10,10,10,20,10,29,0.00,0,,224<br />
2013-1-19,58,43,28,29,27,24,87,59,28,30.31,30.07,29.91,10,10,10,20,6,25,0.00,0,,313<br />
2013-1-20,31,25,19,23,13,9,81,64,44,30.41,30.34,30.27,10,10,10,15,6,,0.00,1,,38<br />
2013-1-21,21,18,15,16,9,5,79,70,59,30.42,30.36,30.31,10,10,10,12,6,,0.00,6,,56<br />
2013-1-22,31,22,13,14,9,3,79,61,39,30.33,30.26,30.20,10,10,10,12,4,,0.00,0,,140<br />
2013-1-23,39,27,15,22,16,10,82,65,46,30.46,30.25,30.14,10,10,10,17,6,23,0.00,0,,19<br />
2013-1-24,26,16,7,10,2,-3,79,53,33,30.47,30.32,30.13,10,10,10,12,8,17,0.00,3,,111<br />
2013-1-25,53,34,16,24,18,6,83,57,28,30.22,30.17,30.13,10,10,10,9,2,,0.00,0,,282<br />
2013-1-26,59,41,23,30,21,16,86,52,19,30.20,30.09,29.93,10,10,10,21,5,33,0.00,1,,167<br />
2013-1-27,51,40,30,49,40,29,96,89,55,29.94,29.78,29.65,10,4,0,15,9,17,0.05,7,Fog-Rain,179<br />
2013-1-28,51,40,28,49,37,28,100,95,81,29.83,29.71,29.56,10,2,0,12,2,18,0.00,6,Fog-Snow,6<br />
2013-1-29,38,35,32,38,33,31,100,91,75,29.71,29.66,29.59,10,6,1,21,12,33,0.04,8,Snow,354<br />
2013-1-30,31,21,11,31,16,8,96,78,57,29.92,29.86,29.68,10,9,1,22,14,36,0.00,6,Snow,324<br />
2013-1-31,19,10,2,14,5,-3,86,67,49,30.42,30.19,29.91,10,10,5,25,7,32,0.00,4,,344<br />
