training_start_yr,training_last_yr,cds_code,school_status,latitude,longitude,district,enr2011,FRPMpct2011
,,"01611190111765","none",37.78181,-122.2861,"Alameda Unified",614,.6644951
,,"01611190119222","none",37.77634,-122.2822,"Alameda Unified",340,
,,"01611190122085","none",,,"Alameda Unified",554,.599278
,,"01611190130229","none",37.76427,-122.2481,"Alameda Unified",1868,.232334
,,"01611190130609","Online only",37.77364,-122.2903,"Alameda Unified",273,
,,"01611190130625","none",37.77863,-122.2879,"Alameda Unified",113,.6548672
,,"01611190132878","none",37.77364,-122.2903,"Alameda Unified",1033,.5285576
,,"01611196000004","none",37.77647,-122.2858,"Alameda Unified",,
,,"01611196090005","none",37.76221,-122.259,"Alameda Unified",477,.2914046
,,"01611196090013","none",37.76444,-122.2348,"Alameda Unified",416,.1201923
,,"01611196090021","none",37.75404,-122.238,"Alameda Unified",479,.1753653
,,"01611196090039","none",37.76901,-122.2616,"Alameda Unified",310,.2193548
,,"01611196090047","none",37.76971,-122.2508,"Alameda Unified",421,.5510689
,,"01611196090054","none",37.75182,-122.2321,"Alameda Unified",919,.1392818
,,"01611196090104","none",37.77232,-122.2722,"Alameda Unified",277,.6173285
,,"01611196090112","none",37.76304,-122.2619,"Alameda Unified",573,.539267
,,"01611196090120","none",37.7716,-122.2845,"Alameda Unified",364,.4615385
,,"01611196100374","none",37.74527,-122.2393,"Alameda Unified",594,.1144781
,,"01611196110779","none",37.739,-122.252,"Alameda Unified",484,.0661157
,,"01611270130450","none",37.89666,-122.2926,"Albany City Unified",1209,.1827957
,,"01611276090146","none",37.88983,-122.2952,"Albany City Unified",589,.1697793
,,"01611276090161","Online only",37.89782,-122.2953,"Albany City Unified",907,.2061742
,,"01611276095376","none",37.88856,-122.2882,"Albany City Unified",542,.0793358
,,"01611276116222","none",37.88754,-122.3009,"Albany City Unified",586,.2901024
,,"01611430122689","none",,,"Berkeley Unified",,
,,"01611430122697","none",,,"Berkeley Unified",,
,,"01611430131177","Online only",37.86894,-122.2712,"Berkeley Unified",3417,
,,"01611436056857","none",37.88108,-122.277,"Berkeley Unified",965,.4518135
,,"01611436056865","none",37.85963,-122.2586,"Berkeley Unified",542,.5258303
,,"01611436090187","none",37.86567,-122.2947,"Berkeley Unified",424,.504717
,,"01611436090195","none",37.89195,-122.2638,"Berkeley Unified",393,.3994911
,,"01611436090211","none",37.86152,-122.2511,"Berkeley Unified",306,.5555556
,,"01611436090252","none",37.87894,-122.2852,"Berkeley Unified",302,.4536424
,,"01611436090278","none",37.85732,-122.2623,"Berkeley Unified",321,.5638629
,,"01611436090286","none",37.85217,-122.2737,"Berkeley Unified",437,.5148742
,,"01611436090294","none",37.85872,-122.28,"Berkeley Unified",408,.615196
,,"01611436090302","none",37.88782,-122.2682,"Berkeley Unified",293,.4675768
,,"01611436090310","none",37.8931,-122.2804,"Berkeley Unified",453,.5231788
,,"01611436090328","none",37.86697,-122.2725,"Berkeley Unified",370,.4783784
,,"01611436097729","none",37.87692,-122.2713,"Berkeley Unified",408,.4877451
,,"01611436105316","none",37.85721,-122.246,"Berkeley Unified",242,.5867769
,,"01611500132225","none",37.70488,-122.0765,"Castro Valley Unified",2962,.2167454
,,"01611506090351","none",37.69804,-122.081,"Castro Valley Unified",432,.4259259
,,"01611506090369","none",37.70707,-122.0902,"Castro Valley Unified",438,.1917808
,,"01611506090385","none",37.69992,-122.0613,"Castro Valley Unified",787,.202033
,,"01611506090393","none",37.69963,-122.051,"Castro Valley Unified",593,.0809444
,,"01611506090401","none",37.69791,-122.0667,"Castro Valley Unified",404,.309406
,,"01611506090419","none",37.69353,-122.0262,"Castro Valley Unified",150,.12
,,"01611506090435","none",37.71674,-122.0737,"Castro Valley Unified",513,.1481481
,,"01611506090468","none",37.70062,-122.0939,"Castro Valley Unified",430,.3465116
,,"01611506090484","none",37.7066,-122.0587,"Castro Valley Unified",380,.1473684
,,"01611506097653","none",37.70577,-122.0543,"Castro Valley Unified",1330,.2781955
,,"01611506113005","none",37.71241,-122.0311,"Castro Valley Unified",421,.1306413
,,"01611680119933","none",,,"Emery Unified",,
,,"01611680132746","none",37.83567,-122.2812,"Emery Unified",352,.8664773
,,"01611686090492","none",37.83252,-122.2785,"Emery Unified",423,.8392435
,,"01611760130062","none",37.56362,-122.0175,"Fremont Unified",2010,.2079602
,,"01611760130534","none",37.53798,-121.9921,"Fremont Unified",239,0
,,"01611760134270","none",37.52262,-121.969,"Fremont Unified",2086,.147651
,,"01611760134452","none",37.52842,-121.9831,"Fremont Unified",1376,.2965116
,,"01611760135244","none",37.54502,-121.9319,"Fremont Unified",2198,.0363967
,,"01611760138693","none",37.55206,-121.9949,"Fremont Unified",1984,.1910282
,,"01611766000541","none",37.52808,-121.9761,"Fremont Unified",552,.4583333
,,"01611766000558","none",37.53976,-121.9847,"Fremont Unified",671,.5350224
,,"01611766000566","none",37.5508,-122.0234,"Fremont Unified",431,.5684455
,,"01611766000590","none",37.52044,-121.9506,"Fremont Unified",383,.5848564
,,"01611766000624","Online only",37.54572,-122.0049,"Fremont Unified",645,.3426357
,,"01611766000640","none",37.51814,-121.9581,"Fremont Unified",410,.3170732
,,"01611766000665","none",37.54205,-121.9669,"Fremont Unified",386,.4818653
,,"01611766000673","none",37.48649,-121.9233,"Fremont Unified",771,.0622568
,,"01611766000681","none",37.53094,-121.9942,"Fremont Unified",448,.3772321
,,"01611766000715","none",37.54667,-121.9973,"Fremont Unified",520,.2769231
,,"01611766000723","none",37.53807,-122.0117,"Fremont Unified",511,.1174168
,,"01611766000749","none",37.53577,-121.9474,"Fremont Unified",723,.0691563
,,"01611766000756","none",37.576,-121.9848,"Fremont Unified",527,.1631879
,,"01611766000764","none",37.52823,-121.9629,"Fremont Unified",428,.3130841
,,"01611766000798","none",37.56021,-121.9847,"Fremont Unified",863,.1216686
,,"01611766000806","none",37.56227,-122.0308,"Fremont Unified",601,.2579035
,,"01611766000830","none",37.57451,-121.9599,"Fremont Unified",540,.337037
,,"01611766000848","none",37.48286,-121.9254,"Fremont Unified",830,.0939759
,,"01611766056873","none",37.55728,-122.0006,"Fremont Unified",944,.2552966
,,"01611766056881","none",37.53728,-121.9859,"Fremont Unified",776,.3930412
,,"01611766056907","none",37.52854,-121.9629,"Fremont Unified",989,.1769464
,,"01611766056915","none",37.55711,-122.0145,"Fremont Unified",975,.2092308
,,"01611766056923","none",37.54703,-121.9425,"Fremont Unified",1078,.0454545
,,"01611766066468","none",37.55034,-121.9476,"Fremont Unified",792,.0239899
,,"01611766089320","none",37.56879,-122.014,"Fremont Unified",531,.1657251
,,"01611766089619","none",37.57721,-122.0319,"Fremont Unified",869,.1910242
,,"01611766090526","none",37.54214,-121.94,"Fremont Unified",761,.0551905
,,"01611766090534","none",37.52823,-121.9218,"Fremont Unified",695,.0172662
,,"01611766090542","none",37.56041,-122.0177,"Fremont Unified",584,.3184932
,,"01611766090559","none",37.52009,-121.974,"Fremont Unified",560,.2785714
,,"01611766104723","none",37.57259,-122.053,"Fremont Unified",879,.1103527
,,"01611766106983","none",37.50734,-121.9284,"Fremont Unified",699,.0486409
,,"01611766111330","none",37.56119,-122.0519,"Fremont Unified",934,.0567452
,,"01611920108670","none",37.62418,-122.0879,"Hayward Unified",435,.5954023
,,"01611920111815","none",37.65475,-122.0205,"Hayward Unified",749,.376502
,,"01611920113902","none",37.77598,-122.393,"Hayward Unified",416,.5576923
,,"01611920119248","none",37.66246,-122.0742,"Hayward Unified",135,0
,,"01611920119842","none",,,"Hayward Unified",,
,,"01611920133520","none",,,"Hayward Unified",,
,,"01611920133629","Online only",37.67106,-122.0702,"Hayward Unified",1671,.5559545
,,"01611920135319","none",37.62534,-122.0906,"Hayward Unified",1911,
,,"01611920138339","Online only",37.64182,-122.0683,"Hayward Unified",1319,.6557999
,,"01611926000889","none",37.64165,-122.0627,"Hayward Unified",547,.7477148
,,"01611926000905","none",37.66795,-122.0943,"Hayward Unified",760,.5368421
,,"01611926000913","none",37.67567,-122.0984,"Hayward Unified",807,.8302354
,,"01611926000921","none",37.67139,-122.0542,"Hayward Unified",535,.4261682
,,"01611926000947","none",37.63686,-122.0853,"Hayward Unified",610,.6950819
,,"01611926000962","none",37.68034,-122.0531,"Hayward Unified",474,.6962025
,,"01611926000988","none",37.64091,-122.0808,"Hayward Unified",561,.8467023
,,"01611926000996","none",37.65152,-122.0724,"Hayward Unified",599,.7095159
,,"01611926001044","none",37.65908,-122.1101,"Hayward Unified",666,.6246246
,,"01611926001051","none",37.62413,-122.1001,"Hayward Unified",516,.5387597
,,"01611926001069","none",37.67624,-122.0739,"Hayward Unified",,
,,"01611926001085","none",,,"Hayward Unified",,
,,"01611926001093","none",37.6272,-122.0852,"Hayward Unified",571,.7460595
,,"01611926001101","none",37.6529,-122.094,"Hayward Unified",662,.6601208
,,"01611926001127","none",37.62721,-122.0739,"Hayward Unified",674,.6186944
,,"01611926001135","none",37.64293,-122.0874,"Hayward Unified",485,.7051547
,,"01611926001150","none",,,"Hayward Unified",,
,,"01611926001176","none",37.63907,-122.0944,"Hayward Unified",643,.4479005
,,"01611926001192","none",37.62418,-122.0365,"Hayward Unified",596,.5939597
,,"01611926056931","none",37.67028,-122.079,"Hayward Unified",650,.6461539
,,"01611926056949","none",37.63699,-122.0627,"Hayward Unified",601,.7387687
,,"01611926056956","none",37.63881,-122.1097,"Hayward Unified",668,.5778443
,,"01611926056972","none",37.66037,-122.091,"Hayward Unified",568,.75
,,"01611926062160","none",37.68749,-122.0875,"Hayward Unified",631,.6244057
,,"01611926066476","none",37.63461,-122.0926,"Hayward Unified",616,.7159091
,,"01611926090583","none",37.6381,-122.1072,"Hayward Unified",610,.4885246
,,"01611926104566","none",37.63738,-122.0755,"Hayward Unified",662,.9003021
,,"01611926113815","none",37.67624,-122.0739,"Hayward Unified",136,.5294118
,,"01612000133397","none",37.67521,-121.7878,"Livermore Valley Joint Unified",2207,.1200725
,,"01612000134536","none",37.68051,-121.7617,"Livermore Valley Joint Unified",2000,.21
,,"01612000138826","none",,,"Livermore Valley Joint Unified",,
,,"01612006001234","none",37.69016,-121.7705,"Livermore Valley Joint Unified",770,.6103896
,,"01612006001242","none",37.67984,-121.7501,"Livermore Valley Joint Unified",665,.3097744
,,"01612006001259","none",37.66717,-121.7964,"Livermore Valley Joint Unified",684,.1023392
,,"01612006001283","none",37.68492,-121.7423,"Livermore Valley Joint Unified",557,.491921
,,"01612006001291","none",37.66959,-121.7835,"Livermore Valley Joint Unified",426,.443662
,,"01612006001309","none",37.687,-121.7671,"Livermore Valley Joint Unified",,
,,"01612006001317","none",37.68491,-121.786,"Livermore Valley Joint Unified",491,.8329939
,,"01612006001341","none",37.66462,-121.7933,"Livermore Valley Joint Unified",857,.117853
,,"01612006071906","none",37.68365,-121.7286,"Livermore Valley Joint Unified",714,.2394958
,,"01612006085773","none",37.72652,-121.7285,"Livermore Valley Joint Unified",604,.2268212
,,"01612006089338","none",37.68898,-121.8043,"Livermore Valley Joint Unified",516,.248062
,,"01612006097661","none",37.6626,-121.7747,"Livermore Valley Joint Unified",743,.1103634
,,"01612006110332","none",37.71704,-121.7283,"Livermore Valley Joint Unified",611,.2520458
,,"01612006117543","none",37.72229,-121.7184,"Livermore Valley Joint Unified",610,.1737705
,,"01612186001358","none",37.78744,-121.5773,"Mountain House Elementary",46,.7173913
,,"01612340116301","none",,,"Newark Unified",,
,,"01612340130054","none",37.52212,-122.0017,"Newark Unified",1945,.3568123
,,"01612340135418","none",,,"Newark Unified",,
,,"01612346001440","none",37.52827,-122.0461,"Newark Unified",541,.7615527
,,"01612346001457","none",37.54227,-122.0317,"Newark Unified",331,.6374623
,,"01612346001473","none",37.54291,-122.0505,"Newark Unified",400,.5075
,,"01612346001481","none",37.53848,-122.0424,"Newark Unified",485,.6123711
,,"01612346001499","none",37.52923,-122.0151,"Newark Unified",560,.2910714
,,"01612346001507","Online only",37.55165,-122.0425,"Newark Unified",383,.2010444
,,"01612346001523","none",37.53591,-122.0519,"Newark Unified",380,.4842105
,,"01612346001531","none",37.53394,-122.0225,"Newark Unified",384,.6484375
,,"01612346102917","none",37.54295,-122.0368,"Newark Unified",1047,.4832856
,,"01612420134635","none",,,"New Haven Unified",,
,,"01612420134668","Online only",37.5925,-122.0261,"New Haven Unified",4118,
,,"01612426001572","none",37.59562,-122.077,"New Haven Unified",847,.4923258
,,"01612426001606","none",37.61437,-122.0351,"New Haven Unified",710,.6408451
,,"01612426001622","none",37.59608,-122.0272,"New Haven Unified",726,.5909091
,,"01612426056980","none",,,"New Haven Unified",,
,,"01612426068266","none",37.59172,-122.0804,"New Haven Unified",1395,.3433692
,,"01612426089346","none",37.58617,-122.0766,"New Haven Unified",61,.295082
,,"01612426097679","none",37.59018,-122.0473,"New Haven Unified",1468,.5374659
,,"01612426101604","none",37.57205,-122.0717,"New Haven Unified",858,.3846154
,,"01612426115505","none",37.60146,-122.0498,"New Haven Unified",822,.3868613
,,"01612426115554","none",37.60202,-122.016,"New Haven Unified",804,.5124378
,,"01612426118525","none",37.56681,-122.0749,"New Haven Unified",888,.1903153
,,"01612590100065","none",37.77369,-122.1855,"Oakland Unified",233,.8969957
,,"01612590100123","none",37.77185,-122.1899,"Oakland Unified",122,.9918033
,,"01612590100701","none",37.79521,-122.2581,"Oakland Unified",151,.6754967
,,"01612590100792","none",37.77968,-122.2309,"Oakland Unified",305,.9278688
,,"01612590100826","none",37.77436,-122.2095,"Oakland Unified",328,.5945122
,,"01612590100834","none",37.77436,-122.2095,"Oakland Unified",274,.9014599
,,"01612590100842","none",37.77436,-122.2095,"Oakland Unified",,
,,"01612590100859","none",37.76646,-122.1545,"Oakland Unified",180,.8166667
,,"01612590101063","none",37.77436,-122.2095,"Oakland Unified",338,.8254438
,,"01612590101469","none",37.75887,-122.1625,"Oakland Unified",261,.9310345
,,"01612590102954","none",37.75887,-122.1625,"Oakland Unified",284,.8133803
,,"01612590102962","none",37.75887,-122.1625,"Oakland Unified",235,.8638298
,,"01612590102970","none",,,"Oakland Unified",,
,,"01612590102988","none",37.75283,-122.186,"Oakland Unified",271,.8708487
,,"01612590106468","none",,,"Oakland Unified",,
,,"01612590106906","none",37.83354,-122.2601,"Oakland Unified",188,.7287234
,,"01612590107169","none",37.80517,-122.2657,"Oakland Unified",,
,,"01612590107276","none",37.77571,-122.1775,"Oakland Unified",,
,,"01612590107417","none",37.75887,-122.1625,"Oakland Unified",350,.6971428
,,"01612590108803","none",37.77431,-122.1824,"Oakland Unified",265,.7056604
,,"01612590108852","none",,,"Oakland Unified",,
,,"01612590108944","none",37.80594,-122.2697,"Oakland Unified",204,.8627451
,,"01612590109819","none",37.84478,-122.2842,"Oakland Unified",562,.7081851
,,"01612590109983","none",37.78238,-122.2261,"Oakland Unified",439,.9726651
,,"01612590110163","none",,,"Oakland Unified",,
,,"01612590110171","none",37.81785,-122.2786,"Oakland Unified",,
,,"01612590110189","none",37.81785,-122.2786,"Oakland Unified",254,.6811023
,,"01612590110239","none",37.7465,-122.1618,"Oakland Unified",268,.8320895
,,"01612590110247","none",37.79204,-122.2241,"Oakland Unified",234,.8632479
,,"01612590110254","none",37.84716,-122.2644,"Oakland Unified",153,.6732026
,,"01612590110262","none",37.75177,-122.1794,"Oakland Unified",346,.884393
,,"01612590111476","none",37.78238,-122.2261,"Oakland Unified",217,.9861751
,,"01612590111823","none",37.73315,-122.2141,"Oakland Unified",111,1
,,"01612590111856","none",37.7939,-122.1999,"Oakland Unified",145,.8344827
,,"01612590112474","none",,,"Oakland Unified",,
,,"01612590112482","none",,,"Oakland Unified",,
,,"01612590112755","none",37.78426,-122.2167,"Oakland Unified",,
,,"01612590112763","none",37.78426,-122.2167,"Oakland Unified",433,.8822171
,,"01612590112771","none",37.74639,-122.1661,"Oakland Unified",364,.9120879
,,"01612590112789","none",37.74639,-122.1661,"Oakland Unified",353,.9008499
,,"01612590112797","none",37.762,-122.1934,"Oakland Unified",384,.9583333
,,"01612590112805","none",37.762,-122.1934,"Oakland Unified",378,.8835979
,,"01612590112813","none",37.73751,-122.1735,"Oakland Unified",345,.9217391
,,"01612590114363","none",37.80019,-122.2657,"Oakland Unified",169,.852071
,,"01612590114454","none",37.80207,-122.185,"Oakland Unified",222,.7207207
,,"01612590114868","none",37.80019,-122.2657,"Oakland Unified",121,.8099173
,,"01612590115014","none",37.80875,-122.2827,"Oakland Unified",261,.7471265
,,"01612590115204","none",37.76145,-122.1919,"Oakland Unified",366,.8907104
,,"01612590115238","none",37.77619,-122.2251,"Oakland Unified",216,.7731481
,,"01612590115386","none",37.79877,-122.2855,"Oakland Unified",82,
,,"01612590115576","none",37.76145,-122.1919,"Oakland Unified",329,.9300912
,,"01612590115584","none",37.77933,-122.2132,"Oakland Unified",382,.9188482
,,"01612590115592","none",37.77933,-122.2132,"Oakland Unified",354,.9661017
,,"01612590115600","none",37.75905,-122.1745,"Oakland Unified",498,.8574297
,,"01612590115618","none",37.76437,-122.1949,"Oakland Unified",454,.8237885
,,"01612590115626","none",37.80875,-122.2827,"Oakland Unified",169,.8698225
,,"01612590116137","none",37.77185,-122.1899,"Oakland Unified",50,1
,,"01612590118224","none",37.76147,-122.171,"Oakland Unified",323,.7616099
,,"01612590120188","none",37.7757,-122.2121,"Oakland Unified",215,.9534883
,,"01612590120626","none",37.84736,-122.2836,"Oakland Unified",28,.5714286
,,"01612590121210","none",,,"Oakland Unified",47,
,,"01612590123711","none",,,"Oakland Unified",,
,,"01612590125161","none",,,"Oakland Unified",,
,,"01612590130153","none",,,"Oakland Unified",,
,,"01612590130187","none",,,"Oakland Unified",,
,,"01612590130518","none",37.84736,-122.2836,"Oakland Unified",147,.5646259
,,"01612590130542","none",,,"Oakland Unified",,
,,"01612590130575","none",37.78426,-122.2167,"Oakland Unified",272,.8970588
,,"01612590130591","none",,,"Oakland Unified",,
,,"01612590130617","none",37.82939,-122.2723,"Oakland Unified",534,.7921348
,,"01612590130633","none",37.73705,-122.1967,"Oakland Unified",475,.8505263
,,"01612590130666","none",37.7294,-122.1805,"Oakland Unified",570,.7614035
,,"01612590135665","none",,,"Oakland Unified",,
,,"01612590135905","none",37.80531,-122.2365,"Oakland Unified",1777,
2006,2006,"01612590136051","Dropped",37.83221,-122.2553,"Oakland Unified",1828,.5092998
,,"01612590137943","none",37.79872,-122.1609,"Oakland Unified",1900,.5184211
,,"01612593030772","none",37.80792,-122.2723,"Oakland Unified",599,.2036728
,,"01612596001630","none",37.78862,-122.2052,"Oakland Unified",440,.775
,,"01612596001648","Online only",37.85014,-122.2427,"Oakland Unified",562,.0925267
,,"01612596001655","none",37.80001,-122.2376,"Oakland Unified",571,.709282
,,"01612596001663","none",37.73471,-122.189,"Oakland Unified",385,.7948052
,,"01612596001689","none",37.7756,-122.1668,"Oakland Unified",185,.7837838
,,"01612596001697","none",37.79491,-122.1738,"Oakland Unified",353,.6543909
,,"01612596001713","none",37.76215,-122.1513,"Oakland Unified",203,.7684729
,,"01612596001739","none",37.80439,-122.244,"Oakland Unified",360,.5055556
,,"01612596001747","none",37.80726,-122.2894,"Oakland Unified",,
,,"01612596001754","none",37.81111,-122.2276,"Oakland Unified",377,.0875332
,,"01612596001804","none",,,"Oakland Unified",,
,,"01612596001812","none",37.83461,-122.2573,"Oakland Unified",300,.63
,,"01612596001820","none",37.79352,-122.2487,"Oakland Unified",768,.8255208
,,"01612596001838","none",37.79624,-122.2141,"Oakland Unified",506,.8695652
,,"01612596001846","none",37.7867,-122.2358,"Oakland Unified",581,.9070568
,,"01612596001853","none",37.80564,-122.2192,"Oakland Unified",440,.4
,,"01612596001879","none",37.75303,-122.1259,"Oakland Unified",285,.5368421
,,"01612596001895","none",37.85308,-122.2318,"Oakland Unified",272,.2022059
,,"01612596001903","none",37.75177,-122.1794,"Oakland Unified",324,.8487654
,,"01612596001911","none",37.84041,-122.2329,"Oakland Unified",328,.0091463
,,"01612596001929","none",37.77352,-122.2025,"Oakland Unified",344,.8546512
,,"01612596001937","none",37.77933,-122.2132,"Oakland Unified",,
,,"01612596001945","Online only",37.81853,-122.2017,"Oakland Unified",380,.1184211
,,"01612596001952","none",37.74444,-122.1393,"Oakland Unified",212,.6603774
,,"01612596001978","none",37.81036,-122.2799,"Oakland Unified",317,.8264984
,,"01612596001986","none",37.81092,-122.2483,"Oakland Unified",317,.7097792
,,"01612596001994","none",37.79277,-122.1964,"Oakland Unified",520,.7076923
,,"01612596002018","none",37.80013,-122.2671,"Oakland Unified",635,.6425197
,,"01612596002026","none",37.76145,-122.1919,"Oakland Unified",,
,,"01612596002042","none",37.79204,-122.2241,"Oakland Unified",292,.8287671
,,"01612596002059","none",37.76547,-122.1786,"Oakland Unified",430,.7395349
,,"01612596002067","none",37.77963,-122.1971,"Oakland Unified",266,.7819549
,,"01612596002075","none",37.76776,-122.2065,"Oakland Unified",388,.8659794
,,"01612596002083","none",37.83111,-122.2128,"Oakland Unified",439,.0410023
,,"01612596002091","none",37.76566,-122.1656,"Oakland Unified",192,.765625
2006,2006,"01612596002109","Graduated",37.84957,-122.2589,"Oakland Unified",307,.3680782
,,"01612596002117","none",37.82909,-122.2488,"Oakland Unified",375,.5893334
,,"01612596002125","none",37.80847,-122.2981,"Oakland Unified",208,.8173077
,,"01612596002141","none",37.79705,-122.1862,"Oakland Unified",349,.1489971
,,"01612596002166","Online only",37.8386,-122.2756,"Oakland Unified",245,.7142857
,,"01612596002174","none",37.80233,-122.2114,"Oakland Unified",380,.4394737
,,"01612596002182","none",37.72792,-122.1764,"Oakland Unified",245,.8204082
,,"01612596002190","none",37.73751,-122.1735,"Oakland Unified",341,.9501466
,,"01612596002216","none",37.83619,-122.2116,"Oakland Unified",375,.0453333
,,"01612596002240","none",37.75905,-122.1745,"Oakland Unified",,
,,"01612596002257","none",37.76437,-122.1949,"Oakland Unified",,
,,"01612596002273","none",37.75283,-122.186,"Oakland Unified",242,.8966942
,,"01612596056998","none",37.80059,-122.2066,"Oakland Unified",697,.7804878
2006,2006,"01612596057004","Graduated",37.84575,-122.2519,"Oakland Unified",476,.6659664
,,"01612596057012","none",,,"Oakland Unified",,
,,"01612596057020","none",37.77149,-122.1835,"Oakland Unified",399,.877193
,,"01612596057038","none",,,"Oakland Unified",,
,,"01612596057046","none",37.82329,-122.2743,"Oakland Unified",330,.8818182
,,"01612596057061","none",37.80359,-122.2291,"Oakland Unified",818,.603912
,,"01612596057079","none",37.81877,-122.2016,"Oakland Unified",944,.4216102
,,"01612596057087","none",37.78971,-122.238,"Oakland Unified",654,.8608563
,,"01612596057095","none",37.81471,-122.2611,"Oakland Unified",644,.8524845
,,"01612596065866","none",,,"Oakland Unified",,
,,"01612596066450","none",37.72775,-122.1792,"Oakland Unified",330,.8818182
,,"01612596072235","none",37.80643,-122.2827,"Oakland Unified",261,.7471265
,,"01612596096523","none",37.79567,-122.2569,"Oakland Unified",250,.728
,,"01612596111660","none",37.77821,-122.228,"Oakland Unified",145,.9448276
,,"01612596113807","none",37.79338,-122.1995,"Oakland Unified",179,.9106146
,,"01612596115711","none",,,"Oakland Unified",,
,,"01612596117394","none",37.76098,-122.1634,"Oakland Unified",216,1
,,"01612596117402","none",37.7757,-122.2121,"Oakland Unified",,
,,"01612596117568","none",37.74228,-122.1683,"Oakland Unified",380,.9315789
,,"01612596117972","none",37.83281,-122.2762,"Oakland Unified",215,.1767442
,,"01612596118608","none",37.77405,-122.2216,"Oakland Unified",432,.8888889
,,"01612596118616","none",37.77968,-122.2309,"Oakland Unified",305,.904918
,,"01612596118640","none",37.77842,-122.1895,"Oakland Unified",260,.8692307
,,"01612596118657","none",37.78235,-122.2249,"Oakland Unified",304,.9046053
,,"01612596120570","none",,,"Oakland Unified",,
,,"01612750130260","none",,,"Piedmont City Unified",,
,,"01612750136515","none",37.82369,-122.2329,"Piedmont City Unified",765,.020915
,,"01612756002281","none",37.82422,-122.2471,"Piedmont City Unified",327,.0061162
,,"01612756002299","none",37.82589,-122.2338,"Piedmont City Unified",483,.0041408
,,"01612756002307","none",37.81968,-122.2349,"Piedmont City Unified",292,.0068493
,,"01612756066492","none",37.82315,-122.2336,"Piedmont City Unified",614,.0032573
,,"01612910137489","none",,,"San Leandro Unified",,
,,"01612910137588","Online only",37.71864,-122.1408,"San Leandro Unified",2755,
,,"01612916002372","none",37.70433,-122.1853,"San Leandro Unified",383,.6083551
,,"01612916002398","none",37.71242,-122.1359,"San Leandro Unified",584,.6386986
,,"01612916002414","none",37.69549,-122.1604,"San Leandro Unified",380,.4157895
,,"01612916002422","none",37.71885,-122.1475,"San Leandro Unified",488,.6372951
,,"01612916002430","none",37.69814,-122.1462,"San Leandro Unified",361,.6371191
,,"01612916002448","none",37.73641,-122.1468,"San Leandro Unified",551,.2431942
,,"01612916002455","none",37.7324,-122.1568,"San Leandro Unified",417,.618705
,,"01612916002463","none",37.71601,-122.1662,"San Leandro Unified",830,.7120482
,,"01612916057111","none",37.72916,-122.1487,"San Leandro Unified",962,.6049896
,,"01612916066518","none",37.71529,-122.1689,"San Leandro Unified",991,.6185671
,,"01613090101212","none",37.67427,-122.1498,"San Lorenzo Unified",394,.6598985
,,"01613090114421","none",37.67427,-122.1498,"San Lorenzo Unified",402,.659204
,,"01613090130104","none",,,"San Lorenzo Unified",,
,,"01613090130849","none",37.68082,-122.1383,"San Lorenzo Unified",1789,.294578
,,"01613090137810","Online only",37.6886,-122.1229,"San Lorenzo Unified",1382,.4768451
,,"01613096002505","none",37.67211,-122.1472,"San Lorenzo Unified",598,.3979933
,,"01613096002513","none",37.67082,-122.1282,"San Lorenzo Unified",953,.5435467
,,"01613096002521","none",37.68302,-122.1172,"San Lorenzo Unified",618,.7281553
,,"01613096002539","none",37.69754,-122.1513,"San Lorenzo Unified",614,.47557
,,"01613096002547","none",37.68856,-122.1568,"San Lorenzo Unified",489,.4192229
,,"01613096002554","none",37.66866,-122.1366,"San Lorenzo Unified",542,.4833948
,,"01613096002562","none",37.69524,-122.1173,"San Lorenzo Unified",533,.7729831
,,"01613096002604","none",37.68199,-122.1361,"San Lorenzo Unified",393,.5394402
,,"01613096002612","none",37.69404,-122.1253,"San Lorenzo Unified",666,.7207207
,,"01613096002620","none",37.7018,-122.117,"San Lorenzo Unified",465,.7010753
,,"01613096002653","none",37.67479,-122.1182,"San Lorenzo Unified",654,.5993884
,,"01613096002703","none",37.68778,-122.1491,"San Lorenzo Unified",857,.4270712
,,"01750930108571","none",37.71487,-121.8642,"Dublin Unified",1033,.1161665
,,"01750930114579","none",37.7181,-121.8615,"Dublin Unified",759,.027668
,,"01750930123935","none",,,"Dublin Unified",,
,,"01750930130500","none",,,"Dublin Unified",,
,,"01750930132704","none",37.7209,-121.924,"Dublin Unified",1540,.1077922
,,"01750936001374","none",37.71432,-121.9369,"Dublin Unified",527,.1593928
,,"01750936001390","none",37.71481,-121.9221,"Dublin Unified",555,.1747748
,,"01750936001424","none",37.72141,-121.9326,"Dublin Unified",402,.1343284
,,"01750936001432","none",,,"Dublin Unified",,
,,"01750936066484","none",37.7105,-121.9187,"Dublin Unified",668,.1811377
,,"01750936118038","none",37.71038,-121.8851,"Dublin Unified",684,.0730994
,,"01751010130013","none",,,"Pleasanton Unified",,
,,"01751010130096","none",37.67208,-121.918,"Pleasanton Unified",2275,.0492308
,,"01751010130583","none",37.66829,-121.8732,"Pleasanton Unified",2592,.0470679
,,"01751016001366","none",37.68443,-121.9096,"Pleasanton Unified",753,.0371846
,,"01751016001416","none",37.68097,-121.9216,"Pleasanton Unified",653,.0750383
,,"01751016002315","none",37.67224,-121.8722,"Pleasanton Unified",660,.1015152
,,"01751016002323","none",37.69259,-121.8743,"Pleasanton Unified",764,.0628272
,,"01751016002349","none",37.65951,-121.8636,"Pleasanton Unified",730,.1876712
