training_start_yr,training_last_yr,cds_code,school_status,latitude,longitude,district,enr2011,FRPMpct2011
,,"19734456068811","none",34.03683,-117.93,"Hacienda La Puente Unified",607,.8846787
,,"19734520120600","none",34.01782,-118.4973,"Rowland Unified",27,
,,"19734520125005","none",,,"Rowland Unified",,
,,"19734521936228","none",34.01018,-117.887,"Rowland Unified",2225,
,,"19734521937564","Online only",33.98196,-117.8853,"Rowland Unified",2383,
,,"19734526022214","none",33.98391,-117.8951,"Rowland Unified",958,.5490605
,,"19734526022222","none",33.97173,-117.8969,"Rowland Unified",699,.3619456
,,"19734526022230","none",33.98029,-117.901,"Rowland Unified",,
,,"19734526022248","none",34.01622,-117.9077,"Rowland Unified",640,.8765625
,,"19734526022271","none",34.00684,-117.879,"Rowland Unified",746,.6876675
,,"19734526022289","none",34.01158,-117.928,"Rowland Unified",677,.9601182
,,"19734526022297","none",33.99154,-117.9008,"Rowland Unified",523,.7380497
,,"19734526022305","none",33.98208,-117.887,"Rowland Unified",649,.4776579
,,"19734526022313","none",34.01235,-117.8976,"Rowland Unified",,
,,"19734526022321","none",34.0141,-117.9138,"Rowland Unified",632,.9778481
,,"19734526022339","none",34.0074,-117.8849,"Rowland Unified",512,.7441406
,,"19734526022347","none",34.00652,-117.8937,"Rowland Unified",721,.8793343
,,"19734526022354","none",33.98293,-117.9058,"Rowland Unified",536,.7910448
,,"19734526022362","none",33.98284,-117.877,"Rowland Unified",509,.4557957
,,"19734526022388","none",34.01809,-117.9121,"Rowland Unified",623,.953451
,,"19734526022404","none",33.99184,-117.8728,"Rowland Unified",610,.352459
,,"19734526022412","none",34.01017,-117.9072,"Rowland Unified",739,.8998647
,,"19734526103352","none",34.0204,-117.8902,"Rowland Unified",960,.2260417
,,"19734601932862","none",33.98405,-117.8388,"Walnut Valley Unified",3119,.0785508
,,"19734601939149","none",34.02122,-117.8515,"Walnut Valley Unified",2909,.1347542
,,"19734606023352","none",33.97248,-117.8423,"Walnut Valley Unified",512,.0917969
,,"19734606023360","none",34.04891,-117.8527,"Walnut Valley Unified",664,.2018072
,,"19734606023378","none",33.9798,-117.834,"Walnut Valley Unified",604,.1142384
,,"19734606023386","none",34.02491,-117.8493,"Walnut Valley Unified",1425,.1235088
,,"19734606023394","none",34.01714,-117.8617,"Walnut Valley Unified",555,.2306306
,,"19734606023402","none",34.00177,-117.8531,"Walnut Valley Unified",394,.2994924
,,"19734606095467","none",34.01168,-117.8683,"Walnut Valley Unified",446,.2556054
,,"19734606096358","none",33.99647,-117.8171,"Walnut Valley Unified",1281,.1053864
,,"19734606100309","none",33.99669,-117.8259,"Walnut Valley Unified",537,.132216
,,"19734606106918","none",33.99611,-117.8113,"Walnut Valley Unified",582,.1254296
,,"19734606108336","none",34.04002,-117.8606,"Walnut Valley Unified",644,.0916149
,,"19734606108344","none",33.99073,-117.8503,"Walnut Valley Unified",996,.1686747
,,"19752911995810","none",34.084,-118.0908,"San Gabriel Unified",1808,.5165929
,,"19752911996016","none",34.10274,-118.1088,"San Gabriel Unified",1385,
,,"19752916022420","none",34.10902,-118.1116,"San Gabriel Unified",388,.2293814
,,"19752916022438","none",34.10346,-118.0778,"San Gabriel Unified",1196,.5936455
,,"19752916022453","none",34.08244,-118.1012,"San Gabriel Unified",709,.5119887
,,"19752916022461","none",34.09784,-118.0838,"San Gabriel Unified",444,.7094595
,,"19752916022479","none",34.10622,-118.104,"San Gabriel Unified",459,.4379085
,,"19752916022487","none",34.11718,-118.0878,"San Gabriel Unified",370,.2486486
,,"19753091995786","none",34.49248,-118.2193,"Acton-Agua Dulce Unified",594,.2390572
,,"19753096022743","none",34.48734,-118.3319,"Acton-Agua Dulce Unified",247,.4412955
,,"19753096107494","none",34.49099,-118.1965,"Acton-Agua Dulce Unified",430,.3302326
,,"19753096115679","none",34.47356,-118.1829,"Acton-Agua Dulce Unified",425,.2847059
,,"19753330116103","none",,,"Manhattan Beach Unified",,
,,"19753331935808","Online only",33.87381,-118.3874,"Manhattan Beach Unified",2359,.046206
2011,2011,"19753336020325","Active",33.87923,-118.3895,"Manhattan Beach Unified",589,.0118845
2011,2011,"19753336020358","Active",33.89369,-118.4124,"Manhattan Beach Unified",720,.0027778
2011,2011,"19753336020390","Active",33.8883,-118.3917,"Manhattan Beach Unified",498,.0301205
2011,2011,"19753336020408","Active",33.87821,-118.405,"Manhattan Beach Unified",415,0
2011,2011,"19753336020416","Active",33.88762,-118.4033,"Manhattan Beach Unified",648,.0138889
2011,2011,"19753336115307","Active",33.8894,-118.3831,"Manhattan Beach Unified",1386,.024531
2011,2012,"19753411937143","Active",33.84459,-118.3844,"Redondo Beach Unified",2505,.1852295
2011,2012,"19753416021992","Active",33.86651,-118.3642,"Redondo Beach Unified",893,.4076148
2011,2012,"19753416022008","Active",33.82824,-118.3781,"Redondo Beach Unified",581,.141136
2011,2012,"19753416022024","Active",33.85216,-118.3846,"Redondo Beach Unified",406,.1453202
2011,2012,"19753416022032","Active",33.86904,-118.3769,"Redondo Beach Unified",397,.2493703
2011,2012,"19753416022081","Active",33.8405,-118.3772,"Redondo Beach Unified",902,.1241685
2011,2012,"19753416022099","Active",33.85963,-118.3811,"Redondo Beach Unified",618,.0776699
2011,2012,"19753416022107","Active",33.88095,-118.3721,"Redondo Beach Unified",545,.1651376
2011,2012,"19753416022115","Active",33.87521,-118.3674,"Redondo Beach Unified",430,.3069767
2011,2012,"19753416022149","Active",33.82066,-118.3769,"Redondo Beach Unified",421,.1971496
2011,2012,"19753416022156","Active",33.86385,-118.3656,"Redondo Beach Unified",566,.4664311
,,"19757131930163","none",34.09502,-118.1303,"Alhambra Unified",3076,
2007,2007,"19757131934553","Graduated",34.06984,-118.1153,"Alhambra Unified",2452,
,,"19757131937697","none",34.09182,-118.1103,"Alhambra Unified",2397,
,,"19757136011001","none",34.04637,-118.1524,"Alhambra Unified",988,.4190283
,,"19757136011019","none",34.08779,-118.1544,"Alhambra Unified",563,.7548845
2008,2012,"19757136011027","Active",34.07121,-118.1505,"Alhambra Unified",623,.6934189
,,"19757136011035","none",34.10152,-118.1329,"Alhambra Unified",727,.6836314
,,"19757136011043","none",34.10081,-118.1183,"Alhambra Unified",547,.7367459
,,"19757136011050","none",34.07568,-118.1382,"Alhambra Unified",658,.7142857
,,"19757136011068","none",34.10643,-118.1271,"Alhambra Unified",1065,.6741784
2008,2010,"19757136011076","Graduated",34.05658,-118.1566,"Alhambra Unified",883,.5843714
,,"19757136011084","none",34.09525,-118.1421,"Alhambra Unified",703,.7382646
2008,2012,"19757136011092","Active",34.07602,-118.1282,"Alhambra Unified",911,.7618002
2008,2010,"19757136011100","Graduated",34.054,-118.1284,"Alhambra Unified",758,.5448549
,,"19757136011118","none",34.09681,-118.135,"Alhambra Unified",765,.8326797
2008,2010,"19757136011126","Graduated",34.06207,-118.1291,"Alhambra Unified",935,.7828877
,,"20651776023865","none",37.05063,-120.4734,"Alview-Dairyland Union Elementary",149,.7449664
,,"20651776023923","none",37.01823,-120.2847,"Alview-Dairyland Union Elementary",203,.6600985
,,"20651856023873","none",37.33464,-119.5793,"Bass Lake Joint Union Elementary",,
,,"20651856024087","none",37.32921,-119.6453,"Bass Lake Joint Union Elementary",348,.5833333
,,"20651856024111","none",37.3748,-119.7297,"Bass Lake Joint Union Elementary",310,.4580645
,,"20651856099048","none",37.54467,-119.6482,"Bass Lake Joint Union Elementary",,
,,"20651856101521","none",37.33245,-119.6389,"Bass Lake Joint Union Elementary",189,.5449736
,,"20651930113076","none",37.1295,-120.2399,"Chowchilla Elementary",510,.7980392
,,"20651936023881","none",37.11962,-120.2713,"Chowchilla Elementary",463,.8185745
,,"20651936023899","none",37.12247,-120.2648,"Chowchilla Elementary",226,.8230088
,,"20651936023907","none",37.11594,-120.2688,"Chowchilla Elementary",433,.7759815
,,"20651936023931","none",37.08017,-120.1942,"Chowchilla Elementary",432,.7939815
,,"20652012032357","Online only",37.11645,-120.2627,"Chowchilla Union High",1013,.6406713
,,"20652430100016","none",36.95269,-120.0811,"Madera Unified",206,.5631068
,,"20652430107938","none",36.98693,-120.0696,"Madera Unified",366,.9644809
2009,2012,"20652430109694","Active",36.99265,-120.0673,"Madera Unified",878,.7927107
2009,2011,"20652430109702","Active",36.99265,-120.0677,"Madera Unified",814,.9213759
2009,2011,"20652430110957","Active",36.9369,-120.0178,"Madera Unified",713,.9873773
2009,2011,"20652430110965","Active",36.9383,-120.0492,"Madera Unified",2658,
2009,2009,"20652430113050","Dropped",36.98676,-120.0461,"Madera Unified",823,.9161604
2009,2012,"20652430116970","Active",36.93817,-120.046,"Madera Unified",851,.8824912
,,"20652430118950","none",36.98286,-120.0712,"Madera Unified",35,.2857143
,,"20652432035608","none",,,"Madera Unified",,
2009,2009,"20652432035707","Dropped",36.95603,-120.0659,"Madera Unified",2121,
2009,2010,"20652436023949","Active",37.01751,-120.2024,"Madera Unified",298,.9563758
2009,2009,"20652436023956","Dropped",,,"Madera Unified",,
2009,2009,"20652436023964","Dropped",36.97039,-120.0619,"Madera Unified",699,.9899857
2009,2010,"20652436023972","Active",36.95107,-120.1561,"Madera Unified",529,.6616257
2009,2010,"20652436023980","Active",36.9527,-120.065,"Madera Unified",623,.9935794
2009,2011,"20652436023998","Active",36.98487,-120.0561,"Madera Unified",801,.9650437
2009,2011,"20652436024004","Active",36.95826,-120.0805,"Madera Unified",827,.6783555
2009,2011,"20652436024012","Active",36.87452,-120.1285,"Madera Unified",315,1
2009,2012,"20652436024020","Active",36.97016,-120.0412,"Madera Unified",804,.9676617
2009,2011,"20652436024046","Active",36.95275,-120.0458,"Madera Unified",728,.9766483
2009,2011,"20652436024053","Active",36.96016,-120.0742,"Madera Unified",984,.6819106
2009,2011,"20652436105951","Active",37.02462,-120.058,"Madera Unified",824,.7997573
2009,2011,"20652436107122","Active",36.94402,-120.065,"Madera Unified",707,.8896747
2009,2012,"20652436112312","Active",36.96102,-120.1035,"Madera Unified",807,.6009913
2009,2011,"20652436112973","Active",36.96331,-120.0456,"Madera Unified",721,.962552
,,"20652766024095","none",37.23384,-119.8908,"Raymond-Knowles Union Elementary",77,.8311688
,,"20755802030195","none",,,"Golden Valley Unified",,
,,"20755802030203","none",36.92618,-119.8943,"Golden Valley Unified",588,.2891156
,,"20755802030211","none",36.9306,-119.9032,"Golden Valley Unified",311,.8327974
,,"20755806100820","none",36.9296,-119.8856,"Golden Valley Unified",582,.4621993
,,"20755806103824","none",36.98466,-119.8794,"Golden Valley Unified",361,.3518006
,,"20756060100180","none",37.22694,-119.5016,"Chawanakee Unified",7,.8571429
,,"20756060117010","none",37.12436,-119.7365,"Chawanakee Unified",291,.3127148
,,"20756060119768","none",37.22723,-119.5014,"Chawanakee Unified",97,.6391752
,,"20756060119826","none",37.1263,-119.6953,"Chawanakee Unified",73,.739726
,,"20756060125021","none",,,"Chawanakee Unified",,
,,"20756066024079","none",37.22691,-119.5016,"Chawanakee Unified",188,.6702127
,,"20756066024103","none",37.12436,-119.7365,"Chawanakee Unified",114,.3421053
,,"20764142030013","none",37.32977,-119.6279,"Yosemite Unified",817,.3047736
,,"20764142030237","none",37.34861,-119.6423,"Yosemite Unified",108,
,,"20764146023915","none",37.258,-119.7171,"Yosemite Unified",456,.6008772
,,"20764146110019","none",37.16848,-119.8353,"Yosemite Unified",549,.3333333
,,"20764146110076","none",37.34861,-119.6423,"Yosemite Unified",216,
,,"21653006024137","none",37.9099,-122.6881,"Bolinas-Stinson Union",117,.3931624
,,"21653186024160","none",38.02902,-122.5742,"Dixie Elementary",370,.0405405
,,"21653186024194","none",38.03775,-122.5399,"Dixie Elementary",395,.1443038
,,"21653186024202","none",38.02954,-122.5456,"Dixie Elementary",630,.1174603
,,"21653186024244","none",38.00635,-122.5512,"Dixie Elementary",394,.1675127
,,"21653346024319","none",37.95213,-122.5391,"Kentfield Elementary",629,0
,,"21653346068308","none",37.95265,-122.5493,"Kentfield Elementary",504,0
,,"21653426024327","none",38.1995,-122.7154,"Laguna Joint Elementary",20,.75
,,"21653596024335","none",38.0175,-122.6754,"Lagunitas Elementary",153,.2745098
,,"21653596024343","none",38.01751,-122.6754,"Lagunitas Elementary",133,.2406015
,,"21653676024350","none",37.93885,-122.5248,"Larkspur-Corte Madera",567,.0934744
,,"21653676024376","none",37.92885,-122.5228,"Larkspur-Corte Madera",763,.061599
,,"21653756024392","none",38.14824,-122.7442,"Lincoln Elementary",12,0
,,"21653916024418","none",37.90829,-122.5237,"Mill Valley Elementary",476,.0336134
,,"21653916024442","none",37.90593,-122.5535,"Mill Valley Elementary",315,.0190476
,,"21653916024459","none",37.91786,-122.5531,"Mill Valley Elementary",364,.0137363
,,"21653916024467","none",37.89845,-122.5047,"Mill Valley Elementary",394,.1243655
,,"21653916024475","none",37.87425,-122.5278,"Mill Valley Elementary",492,.0081301
,,"21653916085187","none",37.89827,-122.5291,"Mill Valley Elementary",766,.035248
,,"21654096024483","none",38.07299,-122.7058,"Nicasio",43,0
,,"21654170101055","none",,,"Novato Unified",,
,,"21654170124081","none",,,"Novato Unified",,
,,"21654172132256","none",,,"Novato Unified",,
,,"21654172132272","none",38.08911,-122.5731,"Novato Unified",1347,.199703
,,"21654172133056","none",38.12041,-122.6108,"Novato Unified",899,.1568409
,,"21654176024491","none",38.05621,-122.5289,"Novato Unified",686,.5524781
,,"21654176024509","none",38.06553,-122.5462,"Novato Unified",430,.5023256
,,"21654176024517","none",38.10627,-122.5855,"Novato Unified",438,.4292237
,,"21654176024525","Online only",38.08698,-122.5623,"Novato Unified",401,.6134663
,,"21654176024558","none",38.10926,-122.5562,"Novato Unified",389,.3676093
,,"21654176024574","none",38.10831,-122.6144,"Novato Unified",425,.0752941
,,"21654176024582","none",38.09373,-122.5711,"Novato Unified",494,.062753
,,"21654176024590","none",38.11963,-122.6055,"Novato Unified",439,.1936219
,,"21654176058598","none",38.09841,-122.5766,"Novato Unified",490,.4163265
,,"21654176058606","none",38.07891,-122.5689,"Novato Unified",419,.3747017
,,"21654176058614","none",38.10584,-122.597,"Novato Unified",650,.1507692
,,"21654176113229","none",38.05565,-122.525,"Novato Unified",243,
,,"21654256024616","none",37.90261,-122.4998,"Reed Union Elementary",436,.0412844
,,"21654256024632","none",37.89419,-122.4809,"Reed Union Elementary",416,.0264423
,,"21654256024657","none",37.88124,-122.4648,"Reed Union Elementary",479,.0187891
,,"21654336024673","none",37.96242,-122.5563,"Ross Elementary",359,.0501393
,,"21654580121517","none",,,"San Rafael City Elementary",49,.755102
,,"21654586024756","none",37.96666,-122.4981,"San Rafael City Elementary",539,.9851577
,,"21654586024764","none",37.97832,-122.52,"San Rafael City Elementary",376,.4468085
,,"21654586024772","none",38.00097,-122.5245,"San Rafael City Elementary",724,.6422652
,,"21654586024780","none",37.9856,-122.4768,"San Rafael City Elementary",391,.1304348
,,"21654586024814","none",37.96406,-122.526,"San Rafael City Elementary",201,.6965174
,,"21654586024830","none",37.97514,-122.49,"San Rafael City Elementary",418,.9545454
,,"21654586024863","none",37.98537,-122.5502,"San Rafael City Elementary",458,.1746725
,,"21654586058622","none",37.9656,-122.5261,"San Rafael City Elementary",846,.5886525
,,"21654662133205","none",,,"San Rafael City High",,
,,"21654662133262","none",37.97142,-122.5139,"San Rafael City High",896,.5580357
,,"21654662134005","none",37.99927,-122.5511,"San Rafael City High",1135,.2713656
,,"21654746024889","none",37.86415,-122.501,"Sausalito Marin City",122,.942623
,,"21654746097695","none",37.8724,-122.5135,"Sausalito Marin City",46,.9130435
,,"21654746118491","none",37.86415,-122.501,"Sausalito Marin City",216,.5277778
,,"21654822131340","none",37.98319,-122.5729,"Tamalpais Union High",1023,.0772239
,,"21654822132587","none",37.93819,-122.5327,"Tamalpais Union High",1458,.0576132
,,"21654822133692","none",37.89132,-122.5272,"Tamalpais Union High",1162,.0886403
,,"21655166024939","none",38.18294,-122.6682,"Union Joint Elementary",9,.5555556
,,"21733612134310","none",38.24725,-122.8954,"Shoreline Unified",178,.5730337
,,"21733616024921","none",38.24563,-122.9038,"Shoreline Unified",176,.5568182
,,"21733616024947","none",38.09859,-122.8556,"Shoreline Unified",44,.5
,,"21733616024954","none",38.07027,-122.8048,"Shoreline Unified",122,.5983607
,,"21733616051627","none",38.33442,-123.0464,"Shoreline Unified",35,.5714286
,,"21750020124578","none",,,"Ross Valley Elementary",,
,,"21750026024277","none",37.99695,-122.5941,"Ross Valley Elementary",375,.1786667
,,"21750026024285","none",38.00322,-122.6067,"Ross Valley Elementary",584,.0924658
,,"21750026024681","none",37.99059,-122.577,"Ross Valley Elementary",708,.0522599
,,"21750026024731","none",37.97121,-122.5675,"Ross Valley Elementary",391,.1304348
,,"22655322230076","none",37.71217,-120.1977,"Mariposa County Unified",3,1
,,"22655322230084","none",37.67281,-119.8086,"Mariposa County Unified",5,.8
,,"22655322235356","none",37.47031,-119.9508,"Mariposa County Unified",635,.4141732
,,"22655326024988","none",37.42434,-120.1048,"Mariposa County Unified",64,.484375
,,"22655326025001","none",37.67494,-119.8055,"Mariposa County Unified",57,.4210526
,,"22655326025019","none",37.74557,-120.1312,"Mariposa County Unified",62,.8548387
,,"22655326025035","none",37.48652,-119.9641,"Mariposa County Unified",293,.6860068
,,"22655326025050","none",37.45957,-119.836,"Mariposa County Unified",365,.5068493
,,"22655326025068","none",37.74924,-119.5928,"Mariposa County Unified",35,.0571429
,,"22655326099790","none",37.47109,-119.9,"Mariposa County Unified",245,.4816326
,,"22655326103477","none",37.6724,-120.3584,"Mariposa County Unified",185,.5837838
,,"23655402330330","none",,,"Anderson Valley Unified",,
,,"23655402330900","none",39.00904,-123.3918,"Anderson Valley Unified",250,.82
,,"23655406025084","Online only",39.03565,-123.3921,"Anderson Valley Unified",280,.8464286
,,"23655576025092","none",38.91168,-123.6928,"Arena Union Elementary",232,.6422414
,,"23655576116669","none",38.91437,-123.7007,"Arena Union Elementary",103,
,,"23655650123737","none",,,"Fort Bragg Unified",,
,,"23655652330264","none",0,0,"Fort Bragg Unified",,
,,"23655652331361","none",39.44172,-123.7886,"Fort Bragg Unified",543,.5598527
,,"23655656025100","none",39.43701,-123.7906,"Fort Bragg Unified",420,.6785714
,,"23655656025126","none",39.43886,-123.7955,"Fort Bragg Unified",436,.7041284
,,"23655656061667","none",39.44676,-123.798,"Fort Bragg Unified",434,.6336405
,,"23655656116545","none",39.63845,-123.7837,"Fort Bragg Unified",,
,,"23655736025134","none",38.98603,-123.6852,"Manchester Union Elementary",55,.5090909
,,"23655812333185","none",39.30751,-123.8006,"Mendocino Unified",168,.2678571
,,"23655816025142","none",39.22951,-123.4838,"Mendocino Unified",15,.4
,,"23655816025159","none",39.17091,-123.7448,"Mendocino Unified",,
,,"23655816025167","none",39.31245,-123.7844,"Mendocino Unified",288,.34375
,,"23655816096747","none",,,"Mendocino Unified",,
,,"23655816116149","none",39.2197,-123.7164,"Mendocino Unified",24,.5833333
,,"23655992333649","none",38.91321,-123.6933,"Point Arena Joint Union High",158,.6835443
,,"23656072330272","none",39.91793,-123.3193,"Round Valley Unified",67,.9402985
,,"23656072334563","none",39.79379,-123.2561,"Round Valley Unified",100,.95
,,"23656076025175","none",39.79518,-123.2576,"Round Valley Unified",213,.9812207
,,"23656150101147","none",39.12403,-123.2049,"Ukiah Unified",481,.7484407
,,"23656150115055","none",39.14689,-123.2008,"Ukiah Unified",229,.5152838
,,"23656152330413","none",39.16431,-123.2103,"Ukiah Unified",158,.5379747
,,"23656152330439","none",,,"Ukiah Unified",,
,,"23656152330454","none",39.16431,-123.2103,"Ukiah Unified",176,.7215909
,,"23656152334928","none",,,"Ukiah Unified",,
,,"23656152335024","none",39.16652,-123.2488,"Ukiah Unified",1635,.5284404
,,"23656156025183","none",39.23384,-123.2038,"Ukiah Unified",462,.7770563
,,"23656156025191","none",39.15928,-123.2141,"Ukiah Unified",432,.6805556
,,"23656156025209","none",38.96839,-123.1182,"Ukiah Unified",,
,,"23656156025217","Online only",39.13395,-123.2138,"Ukiah Unified",396,.9090909
,,"23656156025225","none",39.1463,-123.1902,"Ukiah Unified",450,.8711111
,,"23656156025233","none",39.15486,-123.216,"Ukiah Unified",662,.6993958
,,"23656156025258","none",39.26606,-123.2136,"Ukiah Unified",,
,,"23656156025274","none",39.14305,-123.2109,"Ukiah Unified",492,.6138211
,,"23656156114581","none",39.29521,-123.2198,"Ukiah Unified",421,.7078385
,,"23656156117386","none",39.16747,-123.2059,"Ukiah Unified",74,.5135135
,,"23656230112300","none",39.37928,-123.3403,"Willits Unified",69,
,,"23656232330280","none",,,"Willits Unified",,
,,"23656232330363","none",39.39663,-123.3488,"Willits Unified",149,.5167785
,,"23656232335487","none",39.41711,-123.3546,"Willits Unified",486,.6522634
,,"23656236025282","none",39.40033,-123.353,"Willits Unified",359,.7437326
,,"23656236025290","none",39.41256,-123.3612,"Willits Unified",388,.7963917
,,"23656236104590","none",39.53434,-123.4533,"Willits Unified",37,.7297297
,,"23656236108369","none",39.39814,-123.3599,"Willits Unified",360,.9555556
,,"23738660107250","none",39.32176,-123.1236,"Potter Valley Community Unified",36,.75
,,"23738662330041","none",39.32176,-123.1236,"Potter Valley Community Unified",94,.3829787
,,"23738666025241","none",39.32176,-123.1236,"Potter Valley Community Unified",119,.8067227
,,"23739162332260","none",39.68778,-123.4831,"Laytonville Unified",129,.4341085
,,"23739166025308","none",39.68378,-123.4848,"Laytonville Unified",235,.6638298
,,"23739166107866","none",39.81812,-123.509,"Laytonville Unified",19,.5789474
,,"23739166109631","none",39.67479,-123.5256,"Laytonville Unified",14,.1428571
,,"23752182330207","none",39.91839,-123.8987,"Leggett Valley Unified",9,0
,,"23752182332724","none",39.86485,-123.7167,"Leggett Valley Unified",17,.6470588
,,"23752186025118","none",39.86484,-123.7167,"Leggett Valley Unified",50,.86
,,"23752186111074","none",39.91839,-123.8987,"Leggett Valley Unified",34,0
,,"24656316025316","none",37.35281,-120.6186,"Atwater Elementary",403,.9677419
,,"24656316025324","none",37.36045,-120.5854,"Atwater Elementary",890,.952809
,,"24656316025332","none",37.36177,-120.6059,"Atwater Elementary",533,.7035647
,,"24656316025340","none",37.35291,-120.6123,"Atwater Elementary",506,.8478261
,,"24656316025357","none",37.35276,-120.6079,"Atwater Elementary",764,.8010471
,,"24656316025365","none",37.34684,-120.5976,"Atwater Elementary",478,.8389121
,,"24656316025373","none",37.35514,-120.5976,"Atwater Elementary",490,.7591836
,,"24656316113161","none",37.37005,-120.595,"Atwater Elementary",417,.6546763
,,"24656496025381","none",37.45499,-120.7009,"Ballico-Cressey Elementary",153,.7450981
,,"24656496025399","none",37.42133,-120.6664,"Ballico-Cressey Elementary",145,.662069
,,"24656806025456","none",37.13472,-120.4774,"El Nido Elementary",151,.9072848
,,"24656982432409","none",37.40369,-120.8502,"Hilmar Unified",675,.4933333
,,"24656986025464","none",37.40314,-120.8502,"Hilmar Unified",852,.5528169
,,"24656986025472","none",37.32771,-120.8561,"Hilmar Unified",166,.8554217
,,"24656986109458","none",37.39949,-120.8585,"Hilmar Unified",515,.576699
2010,2011,"24657226025498","Active",37.2284,-120.2522,"Le Grand Union Elementary",,
2010,2012,"24657302433001","Active",37.2284,-120.2523,"Le Grand Union High",492,.9918699
,,"24657486025506","none",37.38071,-120.7176,"Livingston Union",497,.973843
,,"24657486025514","none",37.38237,-120.7415,"Livingston Union",792,.9090909
,,"24657486025522","none",37.38404,-120.7267,"Livingston Union",643,.9517885
,,"24657486109649","none",37.39323,-120.7191,"Livingston Union",583,.8078902
,,"24657550102624","none",37.07376,-120.8495,"Los Banos Unified",860,.4732558
,,"24657550120923","none",37.06946,-120.8148,"Los Banos Unified",781,.5825864
,,"24657552434207","none",37.04719,-120.8401,"Los Banos Unified",1690,.4804734
,,"24657556025530","none",36.98387,-120.8328,"Los Banos Unified",434,.2926267
,,"24657556025548","none",37.05962,-120.8598,"Los Banos Unified",946,.5486258
,,"24657556025555","none",37.05723,-120.8475,"Los Banos Unified",916,.4836245
,,"24657556025563","none",37.06575,-120.8388,"Los Banos Unified",956,.5230126
,,"24657556025571","none",37.09847,-120.9287,"Los Banos Unified",381,.3097113
,,"24657556058689","none",37.06413,-120.8277,"Los Banos Unified",1427,.6103714
,,"24657556116156","none",37.05847,-120.8481,"Los Banos Unified",639,.4491393
,,"24657636025589","none",37.30138,-120.5685,"Mcswain Union Elementary",820,.352439
,,"24657710106724","none",,,"Merced City Elementary",,
,,"24657710112615","none",37.32832,-120.5363,"Merced City Elementary",503,.8310139
,,"24657716025597","none",37.30571,-120.4532,"Merced City Elementary",473,.8054968
,,"24657716025605","none",37.29694,-120.4633,"Merced City Elementary",522,.8639847
,,"24657716025613","none",37.32043,-120.4511,"Merced City Elementary",737,.5590231
,,"24657716025621","none",37.33068,-120.5408,"Merced City Elementary",531,.8229755
,,"24657716025647","none",37.30409,-120.4642,"Merced City Elementary",915,.7989071
,,"24657716025654","none",37.30984,-120.4899,"Merced City Elementary",511,.776908
,,"24657716025662","none",37.3093,-120.4752,"Merced City Elementary",479,.868476
,,"24657716025670","none",37.31529,-120.4637,"Merced City Elementary",587,.8994889
,,"24657716025688","none",37.2934,-120.5017,"Merced City Elementary",469,.880597
,,"24657716025696","none",37.32636,-120.4848,"Merced City Elementary",871,.7761194
,,"24657716025704","none",37.29346,-120.4927,"Merced City Elementary",858,.9009324
,,"24657716105647","none",37.32853,-120.4617,"Merced City Elementary",754,.5291777
,,"24657716105852","none",37.2999,-120.5055,"Merced City Elementary",584,.9229452
,,"24657716107908","none",37.28666,-120.495,"Merced City Elementary",584,.9126712
,,"24657716112288","none",37.33916,-120.4651,"Merced City Elementary",857,.5192532
,,"24657716115729","none",37.29101,-120.4755,"Merced City Elementary",522,.9808429
2010,2011,"24657892430098","Active",37.28971,-120.4487,"Merced Union High",2204,
,,"24657892430205","Active",37.31346,-120.5776,"Merced Union High",1894,
2011,2011,"24657892430601","Active",37.36715,-120.6164,"Merced Union High",1859,
2010,2011,"24657892433605","Active",37.37618,-120.7234,"Merced Union High",1157,
,,"24657892434900","none",,,"Merced Union High",,
,,"24657892435204","Active",37.31899,-120.473,"Merced Union High",2649,
,,"24658136025779","none",37.23269,-120.3295,"Plainsburg Union Elementary",137,.6350365
,,"24658216025787","none",37.28928,-120.3162,"Planada Elementary",500,.89
,,"24658216120448","none",37.28828,-120.3248,"Planada Elementary",248,.7741935
,,"24658396025795","none",37.52251,-120.4339,"Snelling-Merced Falls Union Elementary",93,.7634408
2010,2012,"24658620114074","Active",37.2771,-120.482,"Weaver Union",861,.9256678
2011,2012,"24658626025811","Active",37.28782,-120.4321,"Weaver Union",767,.8539765
2010,2012,"24658626111991","Active",37.28049,-120.4348,"Weaver Union",932,.8111588
,,"24658700111294","none",37.38912,-120.6044,"Winton",453,.9094923
,,"24658706025829","none",37.38211,-120.6185,"Winton",371,.8787062
,,"24658706025837","none",37.38947,-120.6164,"Winton",412,.8956311
,,"24658706109425","none",37.37994,-120.6227,"Winton",575,.9165217
,,"24736192431807","none",37.26023,-121.0002,"Gustine Unified",523,.5736138
,,"24736196025720","none",37.24833,-120.9989,"Gustine Unified",575,.8921739
,,"24736196025746","none",37.0929,-121.0199,"Gustine Unified",276,.6702899
,,"24736196103766","none",37.25123,-121.001,"Gustine Unified",363,.9476584
,,"24737266025480","none",37.49149,-120.5257,"Merced River Union Elementary",81,.7777778
,,"24737266025803","none",37.43852,-120.5684,"Merced River Union Elementary",99,.7979798
,,"24753172430221","none",0,0,"Dos Palos Oro Loma Joint Unified",,
,,"24753172431203","none",36.98634,-120.6245,"Dos Palos Oro Loma Joint Unified",740,.7094595
,,"24753176007017","none",36.85491,-120.654,"Dos Palos Oro Loma Joint Unified",,
