
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2011-1-1,19,8,-2,0,-6,-11,71,53,35,30.21,30.13,30.03,7,7,7,13,8,,0.00,3,,197<br />
2011-1-2,35,22,8,12,4,-6,58,43,30,30.17,30.07,29.98,,,,15,10,,0.00,4,,168<br />
2011-1-3,28,21,14,16,10,5,79,65,50,30.19,30.06,29.94,,,,16,9,,0.00,2,,144<br />
2011-1-4,42,25,8,19,11,5,85,59,27,30.13,30.03,29.91,,,,12,6,,0.00,1,,208<br />
2011-1-5,42,30,19,18,13,7,64,44,33,30.14,30.02,29.91,,,,22,9,28,0.00,4,,277<br />
2011-1-6,53,38,24,23,17,10,59,44,28,30.10,30.04,29.93,,,,14,9,,0.00,3,,228<br />
2011-1-7,41,34,28,28,24,19,93,66,45,30.06,29.95,29.80,,,,15,9,,0.00,1,,143<br />
2011-1-8,55,39,23,32,26,18,100,70,28,29.78,29.66,29.53,7,7,7,13,7,,0.00,4,,165<br />
2011-1-9,33,22,10,32,23,9,100,98,92,30.09,29.78,29.53,7,2,1,17,7,,0.20,8,Rain-Snow,28<br />
2011-1-10,10,6,1,7,-1,-6,92,78,62,30.46,30.30,30.03,7,4,1,13,6,,0.15,3,Snow,206<br />
2011-1-11,19,8,-2,5,-4,-11,92,64,38,30.62,30.54,30.43,,,,14,8,,0.00,1,,166<br />
2011-1-12,32,16,0,18,8,-4,92,72,44,30.63,30.48,30.21,,,,12,6,,0.00,5,,190<br />
2011-1-13,48,37,26,28,22,16,64,56,40,30.29,30.18,30.01,,,,14,9,,0.00,6,,185<br />
2011-1-14,48,39,30,27,23,19,80,60,34,30.30,30.18,29.99,,,,10,7,,0.00,3,,177<br />
2011-1-15,46,37,28,27,22,18,86,62,39,30.24,30.17,30.09,,,,13,8,,0.00,5,,185<br />
2011-1-16,48,37,26,28,23,16,69,52,37,30.06,29.88,29.68,,,,23,9,36,0.00,5,,227<br />
2011-1-17,53,45,35,34,28,21,75,53,30,29.85,29.68,29.57,,,,25,11,31,0.00,4,,282<br />
2011-1-18,48,40,32,28,19,12,87,50,24,29.94,29.89,29.76,,,,17,9,22,0.00,5,,221<br />
2011-1-19,41,28,8,32,20,7,100,87,52,30.28,29.92,29.70,7,6,1,32,11,44,0.05,6,Snow,299<br />
2011-1-20,41,24,8,19,13,7,92,67,36,30.43,30.16,29.81,7,7,7,17,8,24,0.00,4,,193<br />
2011-1-21,42,34,26,18,15,10,64,44,31,30.06,29.95,29.79,,,,28,15,36,0.00,3,,305<br />
2011-1-22,46,36,26,23,16,7,55,44,27,30.05,29.80,29.62,,,,25,14,34,0.00,5,,324<br />
2011-1-23,48,32,17,19,9,1,86,47,16,30.15,29.99,29.87,,,,17,11,,0.00,5,,221<br />
2011-1-24,37,28,19,18,9,3,69,45,26,30.23,30.14,29.90,10,10,10,21,9,26,0.00,4,,25<br />
2011-1-25,44,32,19,32,12,-2,100,56,14,30.23,30.13,30.04,7,7,7,15,8,,0.01,5,Snow,34<br />
2011-1-26,42,35,28,30,22,9,100,65,34,30.31,30.21,30.12,7,7,7,13,5,,0.00,5,Snow,229<br />
2011-1-27,53,42,30,19,14,9,52,37,21,30.20,30.13,30.02,,,,12,8,,0.00,5,,186<br />
2011-1-28,66,50,33,19,16,12,52,32,13,30.05,29.94,29.82,,,,14,10,,0.00,2,,174<br />
2011-1-29,59,46,32,23,19,12,60,42,16,30.04,29.89,29.75,,,,18,9,25,0.00,3,,159<br />
2011-1-30,44,32,21,27,23,21,100,73,49,29.99,29.90,29.79,0,0,0,13,5,,0.00,6,Fog,342<br />
2011-1-31,24,10,-4,25,8,-8,100,91,78,30.49,30.17,29.89,7,3,0,16,8,,0.11,8,Fog-Snow,34<br />
