
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2008-1-1,23,13,3,5,-3,-13,67,48,36,30.85,30.74,30.61,,,,16,9,,0.00,0,,184<br />
2008-1-2,39,24,8,16,6,-6,64,46,31,30.76,30.49,30.15,7,7,7,15,7,,0.00,5,,183<br />
2008-1-3,50,42,35,25,18,12,56,41,24,30.10,30.02,29.89,,,,14,10,,0.00,6,,197<br />
2008-1-4,53,44,35,28,24,21,61,52,30,29.91,29.82,29.66,,,,16,7,,0.00,6,,206<br />
2008-1-5,55,44,30,30,27,21,87,52,38,29.63,29.52,29.43,,,,26,16,33,0.00,5,,203<br />
2008-1-6,44,36,28,30,25,18,93,73,53,29.77,29.65,29.55,,,,21,10,28,0.00,6,,180<br />
2008-1-7,37,30,23,25,20,14,100,77,45,29.99,29.80,29.63,7,5,0,16,7,21,0.00,6,Fog-Snow,130<br />
2008-1-8,39,29,19,19,14,7,86,58,33,30.20,30.01,29.82,7,7,7,16,11,,0.00,3,,208<br />
2008-1-9,35,30,24,28,23,19,100,78,52,29.96,29.77,29.69,7,6,2,18,10,,0.01,6,Snow,167<br />
2008-1-10,41,28,14,23,14,10,93,57,29,30.07,29.93,29.78,7,6,6,20,8,25,0.00,4,,243<br />
2008-1-11,42,32,23,21,16,12,74,55,29,29.99,29.87,29.79,,,,20,9,25,0.00,5,,211<br />
2008-1-12,41,31,21,18,12,7,80,55,24,30.19,30.12,30.01,,,,10,8,,0.00,4,,210<br />
2008-1-13,39,27,15,16,12,7,73,56,26,30.40,30.27,30.12,,,,10,7,,0.00,3,,181<br />
2008-1-14,44,32,21,16,11,3,68,47,18,30.45,30.30,30.06,,,,14,9,,0.00,2,,185<br />
2008-1-15,46,34,21,18,11,7,74,45,21,30.02,29.80,29.59,7,7,7,21,10,34,0.00,6,Snow,158<br />
2008-1-16,17,9,1,10,0,-6,79,61,35,30.30,30.17,29.97,7,7,3,30,18,39,0.00,6,Snow,35<br />
2008-1-17,28,14,1,10,0,-6,72,54,23,30.19,30.05,29.93,7,7,7,14,8,,0.00,5,,214<br />
2008-1-18,26,17,6,18,10,5,93,71,43,30.35,30.20,30.04,7,5,1,16,8,,0.05,6,Snow,135<br />
2008-1-19,37,22,6,14,8,0,85,59,33,30.32,30.17,30.01,7,7,7,14,8,22,0.00,3,,197<br />
2008-1-20,46,29,12,21,14,10,93,67,27,30.06,29.92,29.74,5,4,3,14,8,,0.00,6,Snow,58<br />
2008-1-21,12,6,1,9,4,-2,92,85,73,30.38,30.15,29.89,7,5,3,10,7,,0.03,8,Snow,49<br />
2008-1-22,35,16,-2,16,6,-6,85,66,38,30.39,30.26,30.06,7,7,7,12,6,,0.00,1,,150<br />
2008-1-23,24,19,14,12,8,5,86,62,50,30.26,30.17,30.03,7,7,7,18,10,,0.00,0,,150<br />
2008-1-24,42,26,10,18,12,3,79,63,33,30.19,30.03,29.89,,,,10,6,,0.00,1,,197<br />
2008-1-25,46,34,23,16,10,5,69,42,18,30.10,30.03,29.88,,,,23,11,22,0.00,1,,243<br />
2008-1-26,51,40,28,19,12,9,48,36,18,30.20,30.13,30.06,,,,17,10,21,0.00,1,,175<br />
2008-1-27,60,45,30,27,13,0,43,28,12,30.06,29.77,29.44,,,,25,16,33,0.00,4,,197<br />
2008-1-28,51,40,28,27,17,9,69,39,18,29.41,29.31,29.21,7,7,7,30,16,39,0.00,4,,216<br />
2008-1-29,33,26,19,21,-3,-11,93,33,18,29.80,29.70,29.49,7,7,7,31,15,41,0.00,3,,283<br />
2008-1-30,35,26,14,21,11,5,93,62,30,30.05,29.75,29.59,7,5,0,20,7,26,0.02,6,Snow,32<br />
2008-1-31,35,20,5,12,4,-2,85,51,22,30.22,30.05,29.79,7,7,7,16,8,,0.00,3,,194<br />
