
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2012-1-1,32,24,17,19,14,7,86,63,46,30.71,30.57,30.32,,,,14,8,,0.00,3,,131<br />
2012-1-2,53,35,17,21,17,14,93,51,22,30.70,30.50,30.23,10,10,10,13,8,,0.00,2,,183<br />
2012-1-3,51,42,28,21,16,12,64,37,24,30.39,30.19,30.09,,,,14,10,,0.00,4,,197<br />
2012-1-4,59,42,26,19,15,9,64,39,14,30.41,30.33,30.24,,,,14,9,,0.00,3,,184<br />
2012-1-5,64,52,39,23,20,18,52,36,18,30.21,30.01,29.81,,,,14,9,,0.00,3,,185<br />
2012-1-6,50,38,24,25,22,16,100,60,26,30.10,29.99,29.79,,,,15,8,,0.00,4,,118<br />
2012-1-7,37,29,21,32,26,21,100,91,52,30.21,30.03,29.92,10,5,2,16,6,,0.06,6,Snow,309<br />
2012-1-8,35,24,14,25,18,10,100,80,44,30.32,30.25,30.11,7,7,7,15,7,,0.00,2,,180<br />
2012-1-9,46,34,23,27,20,12,80,59,39,30.38,30.25,30.13,,,,12,8,,0.00,2,,187<br />
2012-1-10,59,46,32,27,22,10,80,49,22,30.09,29.90,29.70,,,,10,7,,0.00,3,,199<br />
2012-1-11,41,21,1,25,15,0,100,88,31,30.33,30.09,29.72,10,4,0,23,12,30,0.19,6,Snow,33<br />
2012-1-12,37,20,3,14,4,-4,85,49,30,30.30,30.21,30.11,,,,12,8,,0.00,4,,199<br />
2012-1-13,42,30,19,10,6,3,54,34,24,30.13,30.08,30.03,,,,21,10,26,0.00,4,,250<br />
2012-1-14,53,40,28,27,13,1,49,34,24,30.18,30.04,29.87,,,,16,8,,0.00,3,,207<br />
2012-1-15,55,45,35,18,14,7,44,32,18,29.85,29.73,29.60,,,,18,12,,0.00,5,,191<br />
2012-1-16,37,26,12,25,20,12,100,84,36,30.13,29.76,29.57,10,7,2,22,9,23,0.04,6,Snow,26<br />
2012-1-17,26,16,5,12,6,0,92,65,34,30.27,30.19,30.00,10,9,7,15,9,,0.00,1,,138<br />
2012-1-18,46,32,19,21,13,0,64,43,29,30.06,29.88,29.70,10,10,10,23,9,32,0.00,5,,156<br />
2012-1-19,62,50,39,32,24,18,49,36,24,29.73,29.62,29.49,,,,23,11,32,0.00,4,,131<br />
2012-1-20,53,42,32,30,22,18,75,43,28,29.96,29.72,29.47,,,,23,10,32,0.00,3,,327<br />
2012-1-21,62,50,37,32,23,16,81,41,22,29.79,29.41,29.16,,,,20,15,31,0.00,6,,200<br />
2012-1-22,44,35,26,30,14,1,75,42,21,29.87,29.57,29.16,10,8,7,25,14,38,0.00,3,,285<br />
2012-1-23,48,37,26,21,13,7,64,41,23,29.88,29.82,29.75,,,,15,9,,0.00,3,,163<br />
2012-1-24,32,28,21,32,23,14,100,76,55,30.31,30.07,29.74,10,7,2,13,7,,0.00,6,Snow,1<br />
2012-1-25,60,40,21,21,16,9,86,45,13,30.21,30.05,29.92,,,,21,11,28,0.00,3,,236<br />
2012-1-26,55,45,35,25,17,9,56,36,15,30.07,29.88,29.71,10,10,10,16,12,25,0.00,3,,234<br />
2012-1-27,41,28,14,28,21,10,100,79,39,30.42,30.11,29.71,10,6,0,18,9,20,0.02,5,Snow,19<br />
2012-1-28,44,30,15,14,5,-4,86,42,15,30.40,30.29,30.19,,,,16,10,24,0.00,4,,225<br />
2012-1-29,53,40,28,21,14,7,49,34,22,30.23,30.12,29.96,,,,18,9,,0.00,5,,227<br />
2012-1-30,59,46,32,18,14,10,55,32,15,29.92,29.82,29.72,,,,14,10,,0.00,5,,198<br />
2012-1-31,50,41,32,18,15,10,55,38,22,30.06,29.96,29.83,,,,15,8,,0.00,5,,161<br />
