
MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2009-6-1,69,61,53,55,51,45,100,78,40,30.08,29.91,29.82,7,7,7,16,6,21,0.26,6,Rain-Thunderstorm,245<br />
2009-6-2,53,48,44,54,47,45,100,98,93,30.37,30.21,29.94,7,6,3,22,14,26,1.21,8,Rain,15<br />
2009-6-3,64,53,42,52,47,41,100,79,59,30.33,30.18,30.07,7,7,7,17,8,,0.00,6,,155<br />
2009-6-4,69,58,46,57,51,46,100,77,55,30.25,30.07,29.95,7,7,5,15,7,,0.00,6,,97<br />
2009-6-5,78,66,53,57,53,45,100,67,38,29.96,29.80,29.64,7,7,7,13,7,,0.00,6,Thunderstorm,221<br />
2009-6-6,77,64,51,45,35,27,62,33,18,30.02,29.62,29.55,7,7,7,20,12,33,0.00,3,,212<br />
2009-6-7,68,58,48,52,43,30,100,68,43,29.88,29.73,29.57,10,8,5,31,9,43,0.22,5,Rain-Thunderstorm-Tornado,307<br />
2009-6-8,66,54,42,54,48,41,100,85,64,29.97,29.90,29.84,7,7,7,15,7,,0.00,5,Thunderstorm,10<br />
2009-6-9,71,60,48,54,49,41,100,81,33,29.98,29.86,29.75,10,4,0,21,5,30,0.00,6,Fog,85<br />
2009-6-10,69,58,46,54,49,45,94,78,46,29.91,29.84,29.70,7,7,3,21,9,23,0.16,7,Rain-Thunderstorm,145<br />
2009-6-11,64,55,46,52,49,45,100,82,52,30.03,29.88,29.77,7,7,7,31,7,39,0.12,6,Rain-Thunderstorm,92<br />
2009-6-12,69,56,42,54,49,43,100,80,49,30.09,29.97,29.90,7,7,5,16,7,22,0.13,5,Rain-Thunderstorm,117<br />
2009-6-13,77,64,51,55,51,43,100,68,41,30.01,29.92,29.81,7,7,7,22,10,26,0.00,4,Thunderstorm,163<br />
2009-6-14,71,60,50,54,50,45,100,69,46,30.06,29.89,29.79,7,6,0,24,11,36,0.06,5,Fog-Rain-Thunderstorm,166<br />
2009-6-15,69,60,50,52,47,41,100,66,35,29.98,29.86,29.80,7,7,7,18,5,28,0.00,4,Rain-Thunderstorm,263<br />
2009-6-16,77,64,50,52,45,36,87,55,22,30.03,29.87,29.79,,,,26,9,32,0.00,5,Thunderstorm,181<br />
2009-6-17,78,64,50,57,51,46,87,61,41,29.88,29.80,29.68,,,,17,8,18,0.00,3,,136<br />
2009-6-18,80,68,55,52,45,32,82,52,19,29.98,29.73,29.64,,,,18,9,30,0.00,5,Thunderstorm,67<br />
2009-6-19,75,62,48,52,47,39,94,63,29,30.02,29.87,29.77,7,7,5,15,6,,0.08,4,Rain-Thunderstorm,121<br />
2009-6-20,71,62,51,55,51,48,88,66,46,29.93,29.74,29.67,7,7,7,23,10,30,0.00,6,Rain,169<br />
2009-6-21,84,68,51,52,46,39,82,49,20,29.85,29.74,29.66,7,7,7,22,9,30,0.00,3,Thunderstorm,176<br />
2009-6-22,87,68,50,55,49,43,87,54,22,29.85,29.80,29.73,7,7,7,17,7,25,0.00,1,,155<br />
2009-6-23,84,70,55,61,55,50,88,73,35,30.15,29.96,29.79,7,6,1,23,8,30,0.23,4,Rain-Thunderstorm,325<br />
2009-6-24,84,68,53,55,54,50,88,61,32,30.16,30.00,29.94,7,7,7,14,8,20,0.00,4,Thunderstorm,124<br />
2009-6-25,84,72,60,63,57,52,100,70,37,30.15,29.99,29.90,7,6,3,24,9,40,0.92,7,Rain-Thunderstorm,183<br />
2009-6-26,84,72,60,61,57,54,88,68,37,29.96,29.83,29.69,7,7,7,14,8,24,0.02,6,Rain-Thunderstorm,216<br />
2009-6-27,80,70,59,57,53,50,88,64,34,30.14,30.02,29.87,7,7,7,15,8,,0.00,4,,169<br />
2009-6-28,80,68,55,55,51,46,88,57,38,30.14,30.05,29.96,7,7,7,17,7,,0.00,4,,228<br />
2009-6-29,86,72,57,48,45,37,67,43,18,29.96,29.92,29.84,7,7,7,18,7,,0.00,2,,179<br />
2009-6-30,86,72,59,50,44,36,59,37,17,29.94,29.88,29.84,,,,21,11,28,0.00,1,,156<br />
