
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2008-12-1,53,35,17,32,22,16,93,62,34,30.19,30.04,29.86,7,7,7,26,8,29,0.00,5,,213<br />
2008-12-2,68,54,30,32,19,14,75,31,13,29.85,29.70,29.55,7,7,7,20,10,29,0.00,5,,274<br />
2008-12-3,28,24,21,23,17,14,86,76,69,30.33,30.19,29.96,7,7,6,21,13,26,0.00,8,Snow,65<br />
2008-12-4,23,13,1,18,11,-2,93,87,74,30.54,30.38,30.15,7,5,1,21,9,,0.07,7,Snow,15<br />
2008-12-5,46,24,1,21,14,-2,92,54,29,30.46,30.15,30.01,7,7,7,18,8,29,0.00,4,,222<br />
2008-12-6,59,46,33,30,26,19,65,50,31,30.13,30.06,29.99,10,9,7,16,8,,0.00,6,,239<br />
2008-12-7,64,52,39,34,31,28,75,51,27,29.96,29.81,29.61,10,8,7,12,8,,0.00,5,,165<br />
2008-12-8,48,34,21,28,24,18,100,64,32,29.97,29.65,29.51,7,5,2,22,11,28,0.12,7,Snow,5<br />
2008-12-9,23,19,15,19,14,9,93,81,68,30.39,30.27,29.94,10,5,2,21,11,,0.11,6,Snow,10<br />
2008-12-10,48,34,19,27,21,10,75,63,43,30.35,30.28,30.21,,,,15,8,,0.00,3,,174<br />
2008-12-11,50,36,23,23,21,18,93,60,30,30.33,30.22,30.14,10,10,10,14,8,,0.00,3,,186<br />
2008-12-12,42,32,23,27,23,19,86,69,52,30.22,29.90,29.51,10,10,10,13,7,,0.00,6,,165<br />
2008-12-13,55,38,17,25,22,16,93,55,25,29.46,29.27,29.11,10,8,1,28,15,34,0.00,5,Snow,198<br />
2008-12-14,14,2,-9,12,-6,-15,93,79,66,30.35,29.90,29.39,10,4,1,22,11,26,0.10,6,Snow,75<br />
2008-12-15,5,-4,-13,-4,-10,-17,85,78,66,30.49,30.38,30.19,7,7,3,8,4,,0.00,1,,347<br />
2008-12-16,37,16,-5,18,6,-11,85,65,44,30.11,29.97,29.84,7,7,7,12,5,,0.00,4,,158<br />
2008-12-17,37,26,15,18,13,7,74,59,38,30.05,29.97,29.91,7,7,7,16,9,,0.00,3,,138<br />
2008-12-18,30,22,14,25,18,12,100,85,55,29.98,29.80,29.60,7,5,0,31,7,36,0.03,5,Fog-Snow-Thunderstorm,189<br />
2008-12-19,44,32,19,16,11,9,80,45,25,29.99,29.87,29.73,7,7,7,23,11,,0.00,2,,205<br />
2008-12-20,26,17,6,16,4,-2,86,57,34,30.29,30.05,29.82,7,7,7,18,10,22,0.00,4,Snow,70<br />
2008-12-21,15,9,3,5,1,-2,85,70,58,30.47,30.36,30.18,7,7,7,13,8,,0.00,2,,123<br />
2008-12-22,32,18,3,19,8,0,85,71,54,30.14,29.70,29.42,7,7,7,14,5,,0.00,4,,341<br />
2008-12-23,28,21,14,19,14,7,93,72,47,29.81,29.60,29.41,7,6,1,18,9,,0.00,4,Snow,141<br />
2008-12-24,41,26,12,3,-2,-15,62,34,9,30.04,29.93,29.83,,,,22,10,,0.00,3,,199<br />
2008-12-25,50,34,17,21,15,5,59,41,27,29.89,29.57,29.29,7,7,7,29,12,38,0.00,3,,216<br />
2008-12-26,44,29,12,30,18,7,79,57,23,29.83,29.44,29.16,10,7,7,26,12,33,0.00,3,,195<br />
2008-12-27,32,21,10,10,2,-9,79,46,18,30.01,29.92,29.83,7,7,7,15,10,22,0.00,2,,238<br />
2008-12-28,51,40,30,19,15,10,52,38,24,30.15,30.07,29.94,7,7,7,16,9,25,0.00,2,,237<br />
2008-12-29,59,46,32,23,20,12,60,39,21,30.24,30.06,29.82,7,7,7,23,11,26,0.00,2,,187<br />
2008-12-30,57,39,21,25,14,7,86,40,13,30.34,30.02,29.74,,,,33,16,40,0.00,4,,328<br />
2008-12-31,53,35,17,21,13,5,80,48,20,30.30,30.03,29.65,7,7,7,20,8,20,0.00,3,,201<br />
