
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-1-1,28,19,10,12,8,1,92,68,43,30.28,30.22,30.13,10,9,7,10,6,,0.00,3,,178<br />
2013-1-2,30,21,12,10,4,1,67,55,32,30.40,30.30,30.20,10,10,10,18,7,,0.00,4,,165<br />
2013-1-3,35,22,10,5,0,-4,62,41,20,30.45,30.36,30.25,,,,13,8,,0.00,1,,177<br />
2013-1-4,46,32,19,16,4,-2,59,37,14,30.28,30.16,30.03,,,,12,8,,0.00,0,,186<br />
2013-1-5,37,26,15,16,11,5,69,54,35,30.39,30.25,30.06,,,,13,8,,0.00,0,,158<br />
2013-1-6,48,32,17,18,8,-2,64,39,19,30.30,30.11,29.89,,,,12,8,,0.00,3,,185<br />
2013-1-7,50,38,26,14,9,5,51,32,16,30.05,29.89,29.77,,,,15,11,,0.00,5,,184<br />
2013-1-8,50,39,28,19,13,3,55,36,24,30.18,29.94,29.74,,,,13,8,,0.00,4,,219<br />
2013-1-9,59,44,30,19,16,12,55,38,17,30.32,30.14,29.90,,,,28,13,34,0.00,2,,187<br />
2013-1-10,48,42,35,19,12,3,52,31,16,29.86,29.61,29.36,,,,26,16,33,0.00,4,,206<br />
2013-1-11,41,24,8,25,18,1,100,76,33,29.85,29.46,29.21,7,4,0,25,14,33,0.18,5,Fog-Snow,88<br />
2013-1-12,8,2,-4,5,-2,-11,92,81,60,30.22,30.07,29.78,10,6,0,12,6,,0.00,4,Fog-Snow,144<br />
2013-1-13,10,3,-4,3,-2,-9,92,81,62,30.34,30.24,30.03,20,10,4,9,4,,0.00,5,Snow,135<br />
2013-1-14,10,3,-4,3,-2,-8,85,82,67,30.37,30.26,30.04,10,7,2,9,4,,0.00,4,Snow,281<br />
2013-1-15,30,13,-4,16,4,-8,85,57,37,30.31,30.24,30.17,10,10,10,14,7,,0.00,6,,203<br />
2013-1-16,46,34,23,25,18,12,69,56,37,30.41,30.26,30.16,10,10,10,12,7,,0.00,3,,175<br />
2013-1-17,46,34,21,27,19,14,74,58,34,30.50,30.37,30.22,,,,12,7,,0.00,0,,182<br />
2013-1-18,55,42,28,16,8,3,55,29,13,30.20,30.12,30.01,10,10,10,14,8,,0.00,1,,224<br />
2013-1-19,57,44,32,19,6,-4,38,25,8,30.24,30.14,30.01,10,10,10,10,7,,0.00,1,,194<br />
2013-1-20,46,34,21,18,13,9,80,49,25,30.29,30.20,30.09,10,10,10,18,8,,0.00,2,,112<br />
2013-1-21,53,36,19,16,8,-2,86,39,16,30.29,30.15,30.00,,,,13,7,,0.00,1,,243<br />
2013-1-22,62,47,32,5,-4,-13,28,16,5,30.14,30.05,29.97,,,,18,9,26,0.00,3,,223<br />
2013-1-23,59,48,37,16,1,-9,31,17,9,30.15,30.08,30.02,,,,14,10,,0.00,6,,183<br />
2013-1-24,64,48,32,25,14,1,56,28,10,30.04,29.97,29.85,,,,21,8,29,0.00,6,,247<br />
2013-1-25,55,44,32,27,24,19,65,49,31,30.13,30.05,29.98,10,10,10,16,8,,0.00,4,,180<br />
2013-1-26,53,42,32,37,28,23,100,63,35,29.99,29.88,29.69,10,8,7,15,8,,0.01,6,Rain,203<br />
2013-1-27,57,44,30,41,30,18,100,69,32,29.75,29.69,29.64,10,7,5,13,6,,0.00,2,,174<br />
2013-1-28,53,40,24,32,25,18,100,68,30,29.74,29.61,29.39,10,4,1,24,13,31,0.10,6,Snow,68<br />
2013-1-29,28,22,15,21,15,10,93,77,47,30.02,29.79,29.65,10,7,2,20,9,24,0.07,7,Snow,55<br />
2013-1-30,35,22,8,14,10,3,86,55,38,30.03,29.93,29.87,10,10,10,23,9,28,0.00,5,,261<br />
2013-1-31,46,34,21,21,16,10,74,49,27,30.16,30.04,29.87,,,,24,11,31,0.00,2,,287<br />
