
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2011-12-1,32,21,10,30,21,10,100,96,87,30.60,30.39,30.04,10,5,1,25,13,31,0.21,7,Snow,19<br />
2011-12-2,35,22,10,27,19,10,100,84,56,30.38,30.02,29.83,10,8,7,18,8,22,0.00,2,,277<br />
2011-12-3,26,17,8,27,18,9,100,98,86,30.21,30.13,29.95,4,2,1,16,11,29,0.16,6,Snow,311<br />
2011-12-4,24,16,8,16,11,5,100,84,50,30.52,30.27,30.14,7,5,1,16,8,,0.06,7,Snow,54<br />
2011-12-5,8,2,-4,3,0,-6,100,89,67,30.58,30.50,30.32,7,7,7,10,5,,0.00,4,Snow,91<br />
2011-12-6,28,12,-4,12,2,-8,92,58,37,30.41,30.25,30.13,,,,14,9,,0.00,1,,181<br />
2011-12-7,37,29,21,23,17,12,80,62,48,30.22,30.14,30.07,,,,18,12,,0.00,1,,174<br />
2011-12-8,30,24,17,21,18,14,93,82,69,30.21,30.15,30.07,,,,12,6,,0.00,4,,203<br />
2011-12-9,33,20,8,23,17,9,100,91,60,30.43,30.30,30.15,7,3,0,17,7,,0.00,3,Fog,213<br />
2011-12-10,39,27,15,25,18,14,100,67,49,30.45,30.30,30.07,7,7,5,13,9,,0.00,0,,167<br />
2011-12-11,44,34,23,19,13,10,64,48,29,30.05,29.95,29.84,,,,12,8,,0.00,1,,185<br />
2011-12-12,35,27,19,25,17,10,100,70,47,30.14,30.06,29.94,,,,8,4,,0.00,5,,201<br />
2011-12-13,35,26,17,28,21,16,100,88,65,30.06,29.98,29.83,10,10,10,8,5,,0.00,2,,193<br />
2011-12-14,42,33,23,27,20,16,80,64,34,30.14,29.92,29.81,10,10,10,13,7,,0.00,5,,198<br />
2011-12-15,39,29,19,27,20,14,100,75,49,30.25,30.20,30.13,,,,14,9,,0.00,1,,153<br />
2011-12-16,35,26,17,21,17,12,100,68,51,30.44,30.37,30.20,,,,12,7,,0.00,1,,168<br />
2011-12-17,41,30,19,25,16,10,74,59,39,30.45,30.36,30.20,,,,10,5,,0.00,1,,161<br />
2011-12-18,60,43,26,21,16,9,69,41,17,30.17,29.97,29.83,,,,14,7,,0.00,2,,175<br />
2011-12-19,32,26,21,27,23,19,100,92,60,30.28,30.15,29.87,10,6,1,20,9,22,0.02,7,Snow,350<br />
2011-12-20,39,30,21,27,22,18,100,81,61,30.24,29.97,29.80,10,7,3,16,9,,0.02,3,Snow,188<br />
2011-12-21,39,30,21,32,23,14,100,82,52,30.04,29.85,29.73,7,3,0,24,10,29,0.17,5,Fog-Snow,118<br />
2011-12-22,26,16,5,27,16,1,100,96,85,30.48,30.36,30.05,10,5,1,21,11,28,0.53,7,Snow,45<br />
2011-12-23,32,19,6,14,8,1,100,59,35,30.50,30.44,30.38,10,10,10,15,11,,0.00,0,,188<br />
2011-12-24,39,29,19,16,10,1,63,49,36,30.55,30.47,30.39,,,,12,9,,0.00,2,,187<br />
2011-12-25,37,28,19,25,14,5,69,55,44,30.59,30.42,30.07,10,10,10,21,10,,0.00,1,,176<br />
2011-12-26,44,34,21,21,15,10,69,50,31,30.23,30.07,29.94,10,10,10,18,13,,0.00,3,,165<br />
2011-12-27,46,34,21,18,12,9,63,43,27,30.18,30.08,29.97,,,,33,11,41,0.00,3,,232<br />
2011-12-28,51,40,28,27,18,7,47,40,30,30.06,29.99,29.86,14,14,14,23,11,33,0.00,4,,252<br />
2011-12-29,55,47,39,28,22,12,65,39,26,29.90,29.78,29.60,,,,31,15,52,0.00,4,,277<br />
2011-12-30,53,42,30,28,21,7,57,44,24,29.95,29.83,29.68,,,,15,8,,0.00,4,,165<br />
2011-12-31,51,36,21,21,11,1,63,38,13,30.38,29.93,29.50,,,,44,20,64,0.00,2,,267<br />
